"","vote16","reltrad","age"
"24931","Hillary Clinton","Catholic",78
"24932","Donald Trump","Catholic",71
"24933","Hillary Clinton","Catholic",72
"24934","Jill Stein","Catholic",80
"24935","Donald Trump","Catholic",66
"24936","Donald Trump","Catholic",56
"24937","Donald Trump","Catholic",50
"24938","Hillary Clinton","Catholic",57
"24939","Hillary Clinton","Catholic",54
"24940","Hillary Clinton","Catholic",58
"24941","Hillary Clinton","Catholic",56
"24942","Hillary Clinton","Catholic",26
"24943","Hillary Clinton","Catholic",46
"24944","Hillary Clinton","Catholic",34
"24945","Donald Trump","Catholic",32
"24946","Hillary Clinton","Catholic",61
"24947","Hillary Clinton","Catholic",82
"24948","Hillary Clinton","Catholic",57
"24949","Hillary Clinton","Catholic",62
"24950","Donald Trump","Catholic",49
"24951","Donald Trump","Catholic",58
"24952","Donald Trump","Catholic",63
"24953","Donald Trump","Catholic",58
"24954",NA,"Catholic",27
"24955","Donald Trump","Catholic",61
"24956","Hillary Clinton","Catholic",49
"24957","Hillary Clinton","Catholic",62
"24958","Donald Trump","Catholic",77
"24959","Hillary Clinton","Catholic",76
"24960","Other","Catholic",65
"24961","Donald Trump","Catholic",67
"24962","Hillary Clinton","Catholic",66
"24963","Donald Trump","Catholic",66
"24964","Donald Trump","Catholic",81
"24965","Donald Trump","Catholic",70
"24966","Donald Trump","Catholic",73
"24967",NA,"Catholic",40
"24968","Hillary Clinton","Catholic",39
"24969","Other","Catholic",56
"24970","Donald Trump","Catholic",58
"24971","Hillary Clinton","Catholic",32
"24972",NA,"Catholic",45
"24973","Donald Trump","Catholic",63
"24974","Hillary Clinton","Catholic",37
"24975","Donald Trump","Catholic",48
"24976","Other","Catholic",54
"24977","Hillary Clinton","Catholic",59
"24978","Hillary Clinton","Catholic",50
"24979","Hillary Clinton","Catholic",35
"24980","Other","Catholic",67
"24981","Hillary Clinton","Catholic",56
"24982",NA,"Catholic",52
"24983","Donald Trump","Catholic",61
"24984","Hillary Clinton","Catholic",73
"24985",NA,"Catholic",81
"24986","Donald Trump","Catholic",75
"24987","Hillary Clinton","Catholic",89
"24988","Hillary Clinton","Catholic",70
"24989","Donald Trump","Catholic",73
"24990","Donald Trump","Catholic",48
"24991","Hillary Clinton","Catholic",50
"24992","Gary Johnson","Catholic",61
"24993","Hillary Clinton","Catholic",41
"24994","Donald Trump","Catholic",43
"24995","Hillary Clinton","Catholic",68
"24996","Jill Stein","Catholic",66
"24997","Hillary Clinton","Catholic",45
"24998","Donald Trump","Catholic",51
"24999","Hillary Clinton","Catholic",46
"25000","Donald Trump","Catholic",49
"25001","Hillary Clinton","Catholic",60
"25002","Donald Trump","Catholic",70
"25003","Hillary Clinton","Catholic",74
"25004","Hillary Clinton","Catholic",66
"25005",NA,"Catholic",73
"25006","Hillary Clinton","Catholic",72
"25007","Donald Trump","Catholic",66
"25008","Donald Trump","Catholic",74
"25009","Donald Trump","Catholic",71
"25010",NA,"Catholic",85
"25011","Donald Trump","Catholic",91
"25012","Hillary Clinton","Catholic",69
"25013",NA,"Catholic",60
"25014","Hillary Clinton","Catholic",64
"25015","Hillary Clinton","Catholic",57
"25016","Hillary Clinton","Catholic",66
"25017","Hillary Clinton","Catholic",62
"25018","Donald Trump","Catholic",52
"25019","Hillary Clinton","Catholic",50
"25020","Hillary Clinton","Catholic",38
"25021","Hillary Clinton","Catholic",38
"25022","Gary Johnson","Catholic",31
"25023","Gary Johnson","Catholic",47
"25024","Hillary Clinton","Catholic",59
"25025","Donald Trump","Catholic",78
"25026","Hillary Clinton","Catholic",29
"25027","Hillary Clinton","Catholic",34
"25028","Hillary Clinton","Catholic",68
"25029","Donald Trump","Catholic",39
"25030","Hillary Clinton","Catholic",32
"25031","Donald Trump","Catholic",75
"25032","Donald Trump","Catholic",52
"25033","Donald Trump","Catholic",62
"25034","Donald Trump","Catholic",62
"25035","Hillary Clinton","Catholic",57
"25036","Hillary Clinton","Catholic",51
"25037","Donald Trump","Catholic",71
"25038","Donald Trump","Catholic",71
"25039","Hillary Clinton","Catholic",73
"25040","Donald Trump","Catholic",69
"25041","Hillary Clinton","Catholic",72
"25042","Donald Trump","Catholic",65
"25043","Donald Trump","Catholic",72
"25044","Donald Trump","Catholic",66
"25045","Hillary Clinton","Catholic",69
"25046","Hillary Clinton","Catholic",49
"25047","Hillary Clinton","Catholic",64
"25048","Hillary Clinton","Catholic",59
"25049",NA,"Catholic",55
"25050","Donald Trump","Catholic",52
"25051","Donald Trump","Catholic",62
"25052","Donald Trump","Catholic",57
"25053","Donald Trump","Catholic",80
"25054","Donald Trump","Catholic",82
"25055","Donald Trump","Catholic",76
"25056","Hillary Clinton","Catholic",68
"25057","Hillary Clinton","Catholic",79
"25058","Donald Trump","Catholic",88
"25059","Hillary Clinton","Catholic",61
"25060","Hillary Clinton","Catholic",48
"25061",NA,"Catholic",46
"25062",NA,"Catholic",47
"25063","Hillary Clinton","Catholic",25
"25064","Donald Trump","Catholic",69
"25065","Hillary Clinton","Catholic",57
"25066",NA,"Catholic",22
"25067","Hillary Clinton","Catholic",67
"25068","Donald Trump","Catholic",67
"25069","Donald Trump","Catholic",73
"25070","Hillary Clinton","Catholic",30
"25071","Hillary Clinton","Catholic",38
"25072","Donald Trump","Catholic",70
"25073","Donald Trump","Catholic",46
"25074","Hillary Clinton","Catholic",54
"25075","Donald Trump","Catholic",58
"25076","Donald Trump","Catholic",66
"25077","Donald Trump","Catholic",73
"25078","Hillary Clinton","Catholic",68
"25079","Donald Trump","Catholic",65
"25080","Donald Trump","Catholic",74
"25081","Other","Catholic",80
"25082","Donald Trump","Catholic",73
"25083","Donald Trump","Catholic",46
"25084","Donald Trump","Catholic",75
"25085","Hillary Clinton","Catholic",76
"25086",NA,"Catholic",71
"25087","Donald Trump","Catholic",64
"25088","Hillary Clinton","Catholic",49
"25089","Hillary Clinton","Catholic",48
"25090",NA,"Catholic",58
"25091","Gary Johnson","Catholic",52
"25092","Donald Trump","Catholic",59
"25093","Donald Trump","Catholic",45
"25094","Donald Trump","Catholic",75
"25095","Hillary Clinton","Catholic",72
"25096","Hillary Clinton","Catholic",68
"25097",NA,"Catholic",35
"25098","Hillary Clinton","Catholic",58
"25099","Donald Trump","Catholic",60
"25100","Donald Trump","Catholic",55
"25101","Donald Trump","Catholic",64
"25102","Donald Trump","Catholic",58
"25103","Donald Trump","Catholic",61
"25104","Hillary Clinton","Catholic",29
"25105","Hillary Clinton","Catholic",77
"25106","Donald Trump","Catholic",56
"25107","Hillary Clinton","Catholic",58
"25108","Hillary Clinton","Catholic",64
"25109","Other","Catholic",67
"25110","Hillary Clinton","Catholic",66
"25111","Donald Trump","Catholic",82
"25112","Hillary Clinton","Catholic",49
"25113","Hillary Clinton","Catholic",70
"25114","Donald Trump","Catholic",41
"25115","Gary Johnson","Catholic",42
"25116","Donald Trump","Catholic",82
"25117","Hillary Clinton","Catholic",67
"25118","Donald Trump","Catholic",65
"25119","Donald Trump","Catholic",56
"25120",NA,"Catholic",27
"25121","Hillary Clinton","Catholic",61
"25122","Not Sure","Catholic",50
"25123","Gary Johnson","Catholic",51
"25124","Donald Trump","Catholic",68
"25125","Donald Trump","Catholic",71
"25126",NA,"Catholic",40
"25127","Donald Trump","Catholic",65
"25128","Donald Trump","Catholic",75
"25129","Hillary Clinton","Catholic",77
"25130","Hillary Clinton","Catholic",72
"25131","Donald Trump","Catholic",61
"25132","Hillary Clinton","Catholic",61
"25133",NA,"Catholic",28
"25134",NA,"Catholic",23
"25135","Donald Trump","Catholic",25
"25136","Donald Trump","Catholic",69
"25137","Hillary Clinton","Catholic",36
"25138","Donald Trump","Catholic",33
"25139","Donald Trump","Catholic",24
"25140","Donald Trump","Catholic",35
"25141",NA,"Catholic",44
"25142","Hillary Clinton","Catholic",37
"25143","Donald Trump","Catholic",44
"25144","Donald Trump","Catholic",65
"25145","Donald Trump","Catholic",32
"25146","Hillary Clinton","Catholic",52
"25147","Donald Trump","Catholic",64
"25148","Donald Trump","Catholic",62
"25149","Hillary Clinton","Catholic",63
"25150","Donald Trump","Catholic",58
"25151","Donald Trump","Catholic",89
"25152","Hillary Clinton","Catholic",59
"25153","Hillary Clinton","Catholic",54
"25154","Hillary Clinton","Catholic",47
"25155","Donald Trump","Catholic",62
"25156","Hillary Clinton","Catholic",22
"25157","Donald Trump","Catholic",44
"25158","Donald Trump","Catholic",31
"25159","Donald Trump","Catholic",65
"25160","Donald Trump","Catholic",59
"25161","Gary Johnson","Catholic",29
"25162","Hillary Clinton","Catholic",56
"25163","Donald Trump","Catholic",48
"25164","Donald Trump","Catholic",74
"25165","Donald Trump","Catholic",77
"25166","Gary Johnson","Catholic",72
"25167","Hillary Clinton","Catholic",80
"25168","Donald Trump","Catholic",54
"25169","Donald Trump","Catholic",52
"25170","Donald Trump","Catholic",58
"25171","Donald Trump","Catholic",55
"25172","Donald Trump","Catholic",71
"25173","Hillary Clinton","Catholic",67
"25174","Hillary Clinton","Catholic",66
"25175","Donald Trump","Catholic",76
"25176","Hillary Clinton","Catholic",42
"25177","Hillary Clinton","Catholic",50
"25178","Donald Trump","Catholic",79
"25179","Donald Trump","Catholic",67
"25180","Hillary Clinton","Catholic",65
"25181","Donald Trump","Catholic",42
"25182","Hillary Clinton","Catholic",69
"25183","Donald Trump","Catholic",27
"25184","Hillary Clinton","Catholic",54
"25185","Hillary Clinton","Catholic",51
"25186","Donald Trump","Catholic",56
"25187","Donald Trump","Catholic",60
"25188","Hillary Clinton","Catholic",64
"25189","Donald Trump","Catholic",55
"25190","Hillary Clinton","Catholic",61
"25191","Donald Trump","Catholic",69
"25192","Hillary Clinton","Catholic",70
"25193","Donald Trump","Catholic",72
"25194","Hillary Clinton","Catholic",73
"25195","Donald Trump","Catholic",77
"25196","Hillary Clinton","Catholic",77
"25197","Hillary Clinton","Catholic",77
"25198","Donald Trump","Catholic",61
"25199","Donald Trump","Catholic",60
"25200","Other","Catholic",62
"25201","Donald Trump","Catholic",50
"25202","Donald Trump","Catholic",58
"25203","Donald Trump","Catholic",56
"25204","Hillary Clinton","Catholic",59
"25205","Donald Trump","Catholic",56
"25206","Donald Trump","Catholic",70
"25207","Donald Trump","Catholic",65
"25208",NA,"Catholic",73
"25209","Hillary Clinton","Catholic",66
"25210","Donald Trump","Catholic",68
"25211","Donald Trump","Catholic",82
"25212","Donald Trump","Catholic",91
"25213","Donald Trump","Catholic",74
"25214","Donald Trump","Catholic",74
"25215","Donald Trump","Catholic",53
"25216","Donald Trump","Catholic",53
"25217","Jill Stein","Catholic",54
"25218","Hillary Clinton","Catholic",58
"25219","Donald Trump","Catholic",33
"25220",NA,"Catholic",33
"25221","Donald Trump","Catholic",44
"25222","Donald Trump","Catholic",63
"25223","Donald Trump","Catholic",67
"25224","Hillary Clinton","Catholic",20
"25225","Hillary Clinton","Catholic",68
"25226","Hillary Clinton","Catholic",63
"25227",NA,"Catholic",44
"25228","Hillary Clinton","Catholic",37
"25229","Hillary Clinton","Catholic",67
"25230","Hillary Clinton","Catholic",60
"25231","Donald Trump","Catholic",27
"25232","Donald Trump","Catholic",65
"25233","Donald Trump","Catholic",71
"25234","Donald Trump","Catholic",70
"25235","Donald Trump","Catholic",62
"25236","Donald Trump","Catholic",61
"25237","Hillary Clinton","Catholic",52
"25238","Donald Trump","Catholic",48
"25239","Donald Trump","Catholic",90
"25240","Donald Trump","Catholic",68
"25241","Hillary Clinton","Catholic",77
"25242","Donald Trump","Catholic",69
"25243",NA,"Catholic",63
"25244","Donald Trump","Catholic",27
"25245","Hillary Clinton","Catholic",57
"25246",NA,"Catholic",71
"25247",NA,"Catholic",32
"25248",NA,"Catholic",66
"25249","Donald Trump","Catholic",58
"25250","Donald Trump","Catholic",48
"25251","Donald Trump","Catholic",64
"25252","Donald Trump","Catholic",47
"25253","Hillary Clinton","Catholic",75
"25254","Hillary Clinton","Catholic",59
"25255","Donald Trump","Catholic",69
"25256","Donald Trump","Catholic",26
"25257","Donald Trump","Catholic",55
"25258","Hillary Clinton","Catholic",63
"25259","Donald Trump","Catholic",81
"25260","Hillary Clinton","Catholic",39
"25261","Donald Trump","Catholic",72
"25262",NA,"Catholic",39
"25263",NA,"Catholic",40
"25264","Hillary Clinton","Catholic",33
"25265","Donald Trump","Catholic",37
"25266","Donald Trump","Catholic",88
"25267","Hillary Clinton","Catholic",67
"25268","Donald Trump","Catholic",76
"25269","Donald Trump","Catholic",56
"25270","Hillary Clinton","Catholic",60
"25271",NA,"Catholic",21
"25272","Donald Trump","Catholic",56
"25273",NA,"Catholic",61
"25274","Hillary Clinton","Catholic",59
"25275","Donald Trump","Catholic",59
"25276","Donald Trump","Catholic",56
"25277","Donald Trump","Catholic",68
"25278","Donald Trump","Catholic",71
"25279","Donald Trump","Catholic",68
"25280","Hillary Clinton","Catholic",85
"25281","Donald Trump","Catholic",75
"25282","Donald Trump","Catholic",70
"25283","Other","Catholic",57
"25284","Hillary Clinton","Catholic",32
"25285","Donald Trump","Catholic",37
"25286","Hillary Clinton","Catholic",85
"25287","Donald Trump","Catholic",66
"25288",NA,"Catholic",62
"25289","Donald Trump","Catholic",62
"25290","Donald Trump","Catholic",50
"25291","Donald Trump","Catholic",61
"25292","Donald Trump","Catholic",61
"25293","Donald Trump","Catholic",60
"25294","Donald Trump","Catholic",60
"25295","Hillary Clinton","Catholic",67
"25296","Donald Trump","Catholic",72
"25297","Donald Trump","Catholic",68
"25298","Donald Trump","Catholic",54
"25299","Donald Trump","Catholic",62
"25300","Donald Trump","Catholic",65
"25301","Donald Trump","Catholic",42
"25302","Donald Trump","Catholic",35
"25303","Donald Trump","Catholic",62
"25304","Donald Trump","Catholic",79
"25305","Hillary Clinton","Catholic",61
"25306","Donald Trump","Catholic",57
"25307","Hillary Clinton","Catholic",66
"25308","Donald Trump","Catholic",58
"25309","Hillary Clinton","Catholic",62
"25310",NA,"Catholic",64
"25311","Hillary Clinton","Catholic",46
"25312","Donald Trump","Catholic",64
"25313","Donald Trump","Catholic",63
"25314","Donald Trump","Catholic",69
"25315","Donald Trump","Catholic",74
"25316","Donald Trump","Catholic",83
"25317","Hillary Clinton","Catholic",58
"25318","Donald Trump","Catholic",52
"25319","Jill Stein","Catholic",53
"25320","Hillary Clinton","Catholic",65
"25321","Hillary Clinton","Catholic",65
"25322","Donald Trump","Catholic",42
"25323","Hillary Clinton","Catholic",77
"25324",NA,"Catholic",66
"25325","Donald Trump","Catholic",59
"25326","Jill Stein","Catholic",26
"25327","Donald Trump","Catholic",73
"25328","Donald Trump","Catholic",66
"25329","Hillary Clinton","Catholic",36
"25330","Donald Trump","Catholic",55
"25331","Donald Trump","Catholic",62
"25332","Donald Trump","Catholic",57
"25333","Donald Trump","Catholic",52
"25334","Donald Trump","Catholic",62
"25335",NA,"Catholic",25
"25336",NA,"Catholic",25
"25337",NA,"Catholic",50
"25338","Donald Trump","Catholic",61
"25339","Hillary Clinton","Catholic",69
"25340","Donald Trump","Catholic",66
"25341","Hillary Clinton","Catholic",63
"25342","Donald Trump","Catholic",52
"25343",NA,"Catholic",34
"25344","Donald Trump","Catholic",44
"25345",NA,"Catholic",61
"25346",NA,"Catholic",57
"25347","Donald Trump","Catholic",44
"25348","Hillary Clinton","Catholic",27
"25349","Hillary Clinton","Catholic",58
"25350","Hillary Clinton","Catholic",62
"25351","Donald Trump","Catholic",62
"25352","Hillary Clinton","Catholic",62
"25353","Donald Trump","Catholic",85
"25354","Hillary Clinton","Catholic",70
"25355","Donald Trump","Catholic",68
"25356","Donald Trump","Catholic",72
"25357","Donald Trump","Catholic",72
"25358","Donald Trump","Catholic",68
"25359","Donald Trump","Catholic",65
"25360","Donald Trump","Catholic",72
"25361","Donald Trump","Catholic",70
"25362","Hillary Clinton","Catholic",56
"25363","Hillary Clinton","Catholic",62
"25364","Hillary Clinton","Catholic",42
"25365","Hillary Clinton","Catholic",69
"25366","Hillary Clinton","Catholic",34
"25367","Donald Trump","Catholic",35
"25368","Hillary Clinton","Catholic",55
"25369","Donald Trump","Catholic",62
"25370","Hillary Clinton","Catholic",46
"25371","Hillary Clinton","Catholic",64
"25372","Donald Trump","Catholic",51
"25373","Donald Trump","Catholic",61
"25374","Other","Catholic",64
"25375","Donald Trump","Catholic",52
"25376",NA,"Catholic",52
"25377","Donald Trump","Catholic",57
"25378","Donald Trump","Catholic",78
"25379",NA,"Catholic",35
"25380",NA,"Catholic",50
"25381","Hillary Clinton","Catholic",65
"25382","Hillary Clinton","Catholic",67
"25383","Hillary Clinton","Catholic",50
"25384","Hillary Clinton","Catholic",53
"25385","Hillary Clinton","Catholic",53
"25386",NA,"Catholic",32
"25387",NA,"Catholic",25
"25388","Donald Trump","Catholic",36
"25389","Hillary Clinton","Catholic",71
"25390",NA,"Catholic",29
"25391","Donald Trump","Catholic",55
"25392","Donald Trump","Catholic",64
"25393","Donald Trump","Catholic",70
"25394","Hillary Clinton","Catholic",59
"25395","Hillary Clinton","Catholic",58
"25396","Gary Johnson","Catholic",57
"25397",NA,"Catholic",48
