"","vote16","reltrad","age"
"24166","Donald Trump","Catholic",63
"24167","Hillary Clinton","Catholic",50
"24168","Hillary Clinton","Catholic",52
"24169","Hillary Clinton","Catholic",38
"24170","Donald Trump","Catholic",45
"24171","Donald Trump","Catholic",54
"24172","Donald Trump","Catholic",54
"24173","Hillary Clinton","Catholic",32
"24174","Jill Stein","Catholic",42
"24175",NA,"Catholic",67
"24176","Donald Trump","Catholic",75
"24177","Donald Trump","Catholic",72
"24178","Donald Trump","Catholic",69
"24179","Donald Trump","Catholic",66
"24180","Hillary Clinton","Catholic",58
"24181",NA,"Catholic",55
"24182","Hillary Clinton","Catholic",52
"24183","Hillary Clinton","Catholic",59
"24184","Hillary Clinton","Catholic",61
"24185","Donald Trump","Catholic",54
"24186","Hillary Clinton","Catholic",60
"24187",NA,"Catholic",63
"24188","Hillary Clinton","Catholic",60
"24189","Donald Trump","Catholic",56
"24190","Gary Johnson","Catholic",46
"24191","Donald Trump","Catholic",70
"24192","Donald Trump","Catholic",69
"24193","Donald Trump","Catholic",87
"24194","Donald Trump","Catholic",66
"24195","Donald Trump","Catholic",70
"24196","Hillary Clinton","Catholic",68
"24197","Donald Trump","Catholic",66
"24198","Donald Trump","Catholic",59
"24199","Donald Trump","Catholic",57
"24200","Hillary Clinton","Catholic",61
"24201","Hillary Clinton","Catholic",48
"24202",NA,"Catholic",58
"24203",NA,"Catholic",38
"24204","Donald Trump","Catholic",35
"24205","Hillary Clinton","Catholic",41
"24206","Donald Trump","Catholic",69
"24207","Donald Trump","Catholic",73
"24208","Hillary Clinton","Catholic",68
"24209",NA,"Catholic",51
"24210","Hillary Clinton","Catholic",53
"24211","Donald Trump","Catholic",55
"24212","Hillary Clinton","Catholic",60
"24213","Donald Trump","Catholic",62
"24214","Donald Trump","Catholic",57
"24215",NA,"Catholic",47
"24216","Donald Trump","Catholic",63
"24217","Hillary Clinton","Catholic",29
"24218","Hillary Clinton","Catholic",50
"24219","Hillary Clinton","Catholic",58
"24220","Hillary Clinton","Catholic",68
"24221","Donald Trump","Catholic",81
"24222","Donald Trump","Catholic",68
"24223","Donald Trump","Catholic",77
"24224","Donald Trump","Catholic",66
"24225","Donald Trump","Catholic",84
"24226","Donald Trump","Catholic",78
"24227","Donald Trump","Catholic",73
"24228","Donald Trump","Catholic",65
"24229","Donald Trump","Catholic",79
"24230","Donald Trump","Catholic",72
"24231","Jill Stein","Catholic",65
"24232","Donald Trump","Catholic",66
"24233","Donald Trump","Catholic",65
"24234","Hillary Clinton","Catholic",75
"24235","Hillary Clinton","Catholic",38
"24236","Donald Trump","Catholic",54
"24237",NA,"Catholic",34
"24238",NA,"Catholic",64
"24239","Hillary Clinton","Catholic",66
"24240","Donald Trump","Catholic",37
"24241","Hillary Clinton","Catholic",34
"24242",NA,"Catholic",84
"24243","Donald Trump","Catholic",71
"24244","Donald Trump","Catholic",62
"24245","Donald Trump","Catholic",57
"24246","Donald Trump","Catholic",57
"24247",NA,"Catholic",56
"24248","Donald Trump","Catholic",51
"24249","Hillary Clinton","Catholic",54
"24250","Donald Trump","Catholic",56
"24251","Donald Trump","Catholic",57
"24252","Donald Trump","Catholic",61
"24253","Donald Trump","Catholic",56
"24254","Donald Trump","Catholic",50
"24255",NA,"Catholic",81
"24256","Donald Trump","Catholic",84
"24257","Donald Trump","Catholic",67
"24258","Hillary Clinton","Catholic",66
"24259","Hillary Clinton","Catholic",77
"24260","Hillary Clinton","Catholic",68
"24261","Hillary Clinton","Catholic",59
"24262","Donald Trump","Catholic",47
"24263","Other","Catholic",59
"24264","Donald Trump","Catholic",61
"24265","Donald Trump","Catholic",60
"24266","Gary Johnson","Catholic",27
"24267","Hillary Clinton","Catholic",40
"24268","Donald Trump","Catholic",32
"24269","Other","Catholic",74
"24270","Hillary Clinton","Catholic",65
"24271",NA,"Catholic",31
"24272","Donald Trump","Catholic",66
"24273","Donald Trump","Catholic",61
"24274","Hillary Clinton","Catholic",61
"24275","Donald Trump","Catholic",61
"24276","Gary Johnson","Catholic",49
"24277","Hillary Clinton","Catholic",50
"24278","Hillary Clinton","Catholic",64
"24279","Hillary Clinton","Catholic",29
"24280","Donald Trump","Catholic",59
"24281","Donald Trump","Catholic",60
"24282","Hillary Clinton","Catholic",56
"24283",NA,"Catholic",48
"24284","Donald Trump","Catholic",70
"24285","Donald Trump","Catholic",75
"24286","Donald Trump","Catholic",81
"24287","Donald Trump","Catholic",82
"24288","Hillary Clinton","Catholic",80
"24289","Donald Trump","Catholic",73
"24290","Donald Trump","Catholic",71
"24291","Hillary Clinton","Catholic",67
"24292","Hillary Clinton","Catholic",67
"24293","Donald Trump","Catholic",66
"24294","Hillary Clinton","Catholic",77
"24295","Donald Trump","Catholic",42
"24296","Donald Trump","Catholic",43
"24297","Hillary Clinton","Catholic",45
"24298","Donald Trump","Catholic",45
"24299","Donald Trump","Catholic",57
"24300","Hillary Clinton","Catholic",52
"24301","Donald Trump","Catholic",60
"24302","Donald Trump","Catholic",52
"24303",NA,"Catholic",33
"24304","Gary Johnson","Catholic",34
"24305","Donald Trump","Catholic",39
"24306","Hillary Clinton","Catholic",59
"24307","Gary Johnson","Catholic",31
"24308","Donald Trump","Catholic",73
"24309","Hillary Clinton","Catholic",36
"24310","Donald Trump","Catholic",81
"24311","Donald Trump","Catholic",28
"24312","Donald Trump","Catholic",52
"24313","Donald Trump","Catholic",58
"24314","Donald Trump","Catholic",56
"24315","Hillary Clinton","Catholic",47
"24316",NA,"Catholic",55
"24317","Jill Stein","Catholic",58
"24318","Hillary Clinton","Catholic",57
"24319","Hillary Clinton","Catholic",57
"24320","Gary Johnson","Catholic",55
"24321",NA,"Catholic",52
"24322","Hillary Clinton","Catholic",54
"24323",NA,"Catholic",65
"24324","Hillary Clinton","Catholic",71
"24325","Hillary Clinton","Catholic",74
"24326","Donald Trump","Catholic",72
"24327","Donald Trump","Catholic",73
"24328","Donald Trump","Catholic",70
"24329","Hillary Clinton","Catholic",69
"24330","Hillary Clinton","Catholic",66
"24331",NA,"Catholic",91
"24332","Donald Trump","Catholic",54
"24333","Donald Trump","Catholic",53
"24334","Hillary Clinton","Catholic",64
"24335","Hillary Clinton","Catholic",27
"24336","Gary Johnson","Catholic",27
"24337","Donald Trump","Catholic",39
"24338","Hillary Clinton","Catholic",66
"24339",NA,"Catholic",50
"24340","Donald Trump","Catholic",57
"24341","Donald Trump","Catholic",59
"24342","Donald Trump","Catholic",60
"24343","Hillary Clinton","Catholic",62
"24344","Donald Trump","Catholic",58
"24345","Donald Trump","Catholic",56
"24346","Hillary Clinton","Catholic",82
"24347","Donald Trump","Catholic",70
"24348","Donald Trump","Catholic",78
"24349","Donald Trump","Catholic",69
"24350","Other","Catholic",75
"24351","Donald Trump","Catholic",56
"24352","Donald Trump","Catholic",54
"24353","Gary Johnson","Catholic",49
"24354",NA,"Catholic",22
"24355","Hillary Clinton","Catholic",47
"24356",NA,"Catholic",46
"24357","Donald Trump","Catholic",53
"24358",NA,"Catholic",43
"24359","Gary Johnson","Catholic",26
"24360","Donald Trump","Catholic",57
"24361","Gary Johnson","Catholic",43
"24362","Donald Trump","Catholic",33
"24363",NA,"Catholic",59
"24364","Donald Trump","Catholic",35
"24365","Donald Trump","Catholic",70
"24366","Hillary Clinton","Catholic",80
"24367","Donald Trump","Catholic",50
"24368",NA,"Catholic",47
"24369","Donald Trump","Catholic",50
"24370","Donald Trump","Catholic",59
"24371","Donald Trump","Catholic",61
"24372","Hillary Clinton","Catholic",61
"24373","Donald Trump","Catholic",57
"24374","Donald Trump","Catholic",62
"24375","Donald Trump","Catholic",70
"24376","Donald Trump","Catholic",65
"24377","Donald Trump","Catholic",72
"24378","Donald Trump","Catholic",66
"24379","Hillary Clinton","Catholic",68
"24380","Hillary Clinton","Catholic",68
"24381","Donald Trump","Catholic",43
"24382","Donald Trump","Catholic",52
"24383","Donald Trump","Catholic",49
"24384","Donald Trump","Catholic",57
"24385",NA,"Catholic",46
"24386","Hillary Clinton","Catholic",37
"24387","Hillary Clinton","Catholic",66
"24388","Donald Trump","Catholic",32
"24389","Hillary Clinton","Catholic",39
"24390","Donald Trump","Catholic",40
"24391","Donald Trump","Catholic",70
"24392",NA,"Catholic",29
"24393","Evan McMullin","Catholic",48
"24394","Donald Trump","Catholic",60
"24395","Donald Trump","Catholic",46
"24396","Donald Trump","Catholic",71
"24397","Donald Trump","Catholic",66
"24398","Other","Catholic",67
"24399","Donald Trump","Catholic",78
"24400","Donald Trump","Catholic",66
"24401","Donald Trump","Catholic",76
"24402","Hillary Clinton","Catholic",65
"24403","Donald Trump","Catholic",68
"24404","Hillary Clinton","Catholic",66
"24405",NA,"Catholic",71
"24406","Donald Trump","Catholic",66
"24407",NA,"Catholic",31
"24408","Donald Trump","Catholic",49
"24409","Donald Trump","Catholic",55
"24410","Hillary Clinton","Catholic",63
"24411","Donald Trump","Catholic",52
"24412","Donald Trump","Catholic",69
"24413","Donald Trump","Catholic",68
"24414","Donald Trump","Catholic",70
"24415",NA,"Catholic",36
"24416","Donald Trump","Catholic",44
"24417","Hillary Clinton","Catholic",44
"24418","Donald Trump","Catholic",70
"24419","Hillary Clinton","Catholic",63
"24420","Hillary Clinton","Catholic",62
"24421","Donald Trump","Catholic",59
"24422","Donald Trump","Catholic",63
"24423","Donald Trump","Catholic",55
"24424",NA,"Catholic",18
"24425","Hillary Clinton","Catholic",59
"24426","Hillary Clinton","Catholic",64
"24427","Hillary Clinton","Catholic",68
"24428","Other","Catholic",67
"24429","Donald Trump","Catholic",73
"24430","Jill Stein","Catholic",65
"24431","Donald Trump","Catholic",68
"24432",NA,"Catholic",39
"24433","Donald Trump","Catholic",65
"24434","Hillary Clinton","Catholic",68
"24435","Hillary Clinton","Catholic",69
"24436","Donald Trump","Catholic",71
"24437","Donald Trump","Catholic",65
"24438","Donald Trump","Catholic",86
"24439","Donald Trump","Catholic",70
"24440",NA,"Catholic",30
"24441","Hillary Clinton","Catholic",57
"24442","Other","Catholic",63
"24443","Hillary Clinton","Catholic",46
"24444","Hillary Clinton","Catholic",50
"24445","Other","Catholic",56
"24446","Donald Trump","Catholic",47
"24447","Hillary Clinton","Catholic",48
"24448","Donald Trump","Catholic",73
"24449","Donald Trump","Catholic",66
"24450","Gary Johnson","Catholic",76
"24451","Hillary Clinton","Catholic",51
"24452","Donald Trump","Catholic",51
"24453","Donald Trump","Catholic",63
"24454","Donald Trump","Catholic",60
"24455","Hillary Clinton","Catholic",61
"24456","Donald Trump","Catholic",57
"24457","Hillary Clinton","Catholic",58
"24458","Donald Trump","Catholic",67
"24459","Hillary Clinton","Catholic",77
"24460","Donald Trump","Catholic",37
"24461","Donald Trump","Catholic",66
"24462","Donald Trump","Catholic",79
"24463","Donald Trump","Catholic",84
"24464","Donald Trump","Catholic",79
"24465","Gary Johnson","Catholic",55
"24466","Hillary Clinton","Catholic",58
"24467","Donald Trump","Catholic",23
"24468",NA,"Catholic",37
"24469","Hillary Clinton","Catholic",55
"24470","Hillary Clinton","Catholic",56
"24471","Donald Trump","Catholic",67
"24472","Donald Trump","Catholic",77
"24473","Donald Trump","Catholic",78
"24474","Hillary Clinton","Catholic",69
"24475",NA,"Catholic",45
"24476","Donald Trump","Catholic",55
"24477","Hillary Clinton","Catholic",57
"24478","Hillary Clinton","Catholic",63
"24479","Donald Trump","Catholic",60
"24480","Hillary Clinton","Catholic",63
"24481","Donald Trump","Catholic",64
"24482","Hillary Clinton","Catholic",72
"24483","Donald Trump","Catholic",72
"24484","Donald Trump","Catholic",76
"24485","Donald Trump","Catholic",66
"24486","Donald Trump","Catholic",78
"24487","Donald Trump","Catholic",65
"24488","Donald Trump","Catholic",80
"24489","Hillary Clinton","Catholic",71
"24490","Hillary Clinton","Catholic",72
"24491",NA,"Catholic",42
"24492","Hillary Clinton","Catholic",40
"24493","Hillary Clinton","Catholic",72
"24494","Donald Trump","Catholic",71
"24495","Donald Trump","Catholic",69
"24496","Donald Trump","Catholic",53
"24497","Donald Trump","Catholic",63
"24498","Hillary Clinton","Catholic",55
"24499","Donald Trump","Catholic",72
"24500","Donald Trump","Catholic",66
"24501","Gary Johnson","Catholic",69
"24502","Donald Trump","Catholic",85
"24503","Donald Trump","Catholic",70
"24504","Donald Trump","Catholic",77
"24505","Donald Trump","Catholic",80
"24506","Donald Trump","Catholic",79
"24507","Donald Trump","Catholic",67
"24508","Donald Trump","Catholic",74
"24509","Donald Trump","Catholic",61
"24510",NA,"Catholic",28
"24511","Hillary Clinton","Catholic",33
"24512","Hillary Clinton","Catholic",29
"24513",NA,"Catholic",36
"24514","Donald Trump","Catholic",66
"24515","Donald Trump","Catholic",55
"24516",NA,"Catholic",51
"24517","Donald Trump","Catholic",62
"24518","Hillary Clinton","Catholic",34
"24519","Jill Stein","Catholic",44
"24520","Hillary Clinton","Catholic",36
"24521","Donald Trump","Catholic",62
"24522",NA,"Catholic",53
"24523","Donald Trump","Catholic",49
"24524","Gary Johnson","Catholic",73
"24525","Donald Trump","Catholic",72
"24526","Hillary Clinton","Catholic",75
"24527","Hillary Clinton","Catholic",74
"24528","Donald Trump","Catholic",74
"24529","Hillary Clinton","Catholic",72
"24530","Donald Trump","Catholic",66
"24531","Hillary Clinton","Catholic",73
"24532","Hillary Clinton","Catholic",45
"24533",NA,"Catholic",51
"24534","Donald Trump","Catholic",57
"24535","Donald Trump","Catholic",63
"24536","Hillary Clinton","Catholic",32
"24537","Hillary Clinton","Catholic",87
"24538","Hillary Clinton","Catholic",62
"24539","Donald Trump","Catholic",63
"24540","Donald Trump","Catholic",56
"24541","Donald Trump","Catholic",54
"24542","Hillary Clinton","Catholic",63
"24543","Donald Trump","Catholic",59
"24544",NA,"Catholic",54
"24545","Hillary Clinton","Catholic",72
"24546","Donald Trump","Catholic",73
"24547","Donald Trump","Catholic",72
"24548","Donald Trump","Catholic",72
"24549","Donald Trump","Catholic",73
"24550","Hillary Clinton","Catholic",74
"24551","Donald Trump","Catholic",66
"24552","Hillary Clinton","Catholic",81
"24553","Donald Trump","Catholic",68
"24554","Not Vote","Catholic",32
"24555",NA,"Catholic",48
"24556","Hillary Clinton","Catholic",45
"24557","Hillary Clinton","Catholic",61
"24558","Hillary Clinton","Catholic",60
"24559","Hillary Clinton","Catholic",50
"24560","Hillary Clinton","Catholic",36
"24561","Hillary Clinton","Catholic",60
"24562",NA,"Catholic",31
"24563","Donald Trump","Catholic",84
"24564","Donald Trump","Catholic",29
"24565","Jill Stein","Catholic",56
"24566","Donald Trump","Catholic",79
"24567","Hillary Clinton","Catholic",60
"24568","Donald Trump","Catholic",33
"24569","Hillary Clinton","Catholic",43
"24570","Donald Trump","Catholic",69
"24571","Hillary Clinton","Catholic",33
"24572","Hillary Clinton","Catholic",33
"24573","Donald Trump","Catholic",34
"24574","Hillary Clinton","Catholic",35
"24575","Donald Trump","Catholic",70
"24576",NA,"Catholic",25
"24577",NA,"Catholic",60
"24578","Donald Trump","Catholic",49
"24579","Hillary Clinton","Catholic",56
"24580","Donald Trump","Catholic",67
"24581","Hillary Clinton","Catholic",71
"24582","Donald Trump","Catholic",65
"24583","Hillary Clinton","Catholic",68
"24584","Hillary Clinton","Catholic",76
"24585","Hillary Clinton","Catholic",72
"24586","Donald Trump","Catholic",67
"24587","Hillary Clinton","Catholic",80
"24588","Gary Johnson","Catholic",51
"24589","Donald Trump","Catholic",63
"24590","Donald Trump","Catholic",45
"24591","Donald Trump","Catholic",55
"24592","Donald Trump","Catholic",60
"24593","Donald Trump","Catholic",60
"24594","Hillary Clinton","Catholic",65
"24595","Hillary Clinton","Catholic",68
"24596","Donald Trump","Catholic",53
"24597","Donald Trump","Catholic",59
"24598","Donald Trump","Catholic",61
"24599","Donald Trump","Catholic",60
"24600",NA,"Catholic",56
"24601","Gary Johnson","Catholic",60
"24602","Donald Trump","Catholic",80
"24603","Donald Trump","Catholic",70
"24604","Donald Trump","Catholic",67
"24605","Donald Trump","Catholic",65
"24606","Donald Trump","Catholic",68
"24607","Hillary Clinton","Catholic",65
"24608","Donald Trump","Catholic",65
"24609","Hillary Clinton","Catholic",89
"24610","Donald Trump","Catholic",74
"24611","Donald Trump","Catholic",68
"24612","Donald Trump","Catholic",60
"24613","Hillary Clinton","Catholic",62
"24614","Donald Trump","Catholic",60
"24615","Donald Trump","Catholic",58
"24616","Donald Trump","Catholic",66
"24617",NA,"Catholic",56
"24618","Donald Trump","Catholic",50
"24619","Hillary Clinton","Catholic",27
"24620","Hillary Clinton","Catholic",25
"24621","Hillary Clinton","Catholic",70
"24622",NA,"Catholic",47
"24623","Donald Trump","Catholic",55
"24624","Donald Trump","Catholic",45
"24625","Donald Trump","Catholic",75
"24626","Other","Catholic",26
"24627","Hillary Clinton","Catholic",58
"24628","Hillary Clinton","Catholic",38
"24629","Hillary Clinton","Catholic",46
"24630",NA,"Catholic",33
"24631","Donald Trump","Catholic",67
"24632","Donald Trump","Catholic",55
"24633","Donald Trump","Catholic",53
"24634","Donald Trump","Catholic",61
"24635","Hillary Clinton","Catholic",73
"24636","Hillary Clinton","Catholic",77
"24637","Hillary Clinton","Catholic",71
"24638","Hillary Clinton","Catholic",69
"24639","Hillary Clinton","Catholic",69
"24640","Hillary Clinton","Catholic",74
"24641","Gary Johnson","Catholic",48
"24642","Hillary Clinton","Catholic",54
"24643","Donald Trump","Catholic",51
"24644","Donald Trump","Catholic",29
"24645",NA,"Catholic",49
"24646","Donald Trump","Catholic",30
"24647","Donald Trump","Catholic",66
"24648","Donald Trump","Catholic",59
"24649","Donald Trump","Catholic",50
"24650",NA,"Catholic",60
"24651","Donald Trump","Catholic",60
"24652","Donald Trump","Catholic",55
"24653","Donald Trump","Catholic",60
"24654","Hillary Clinton","Catholic",59
"24655","Donald Trump","Catholic",72
"24656","Donald Trump","Catholic",70
"24657","Hillary Clinton","Catholic",73
"24658","Donald Trump","Catholic",85
"24659","Donald Trump","Catholic",65
"24660","Donald Trump","Catholic",66
"24661","Donald Trump","Catholic",57
"24662","Hillary Clinton","Catholic",57
"24663","Donald Trump","Catholic",64
"24664","Donald Trump","Catholic",54
"24665",NA,"Catholic",27
"24666","Hillary Clinton","Catholic",26
"24667",NA,"Catholic",65
"24668","Hillary Clinton","Catholic",78
"24669","Hillary Clinton","Catholic",63
"24670","Donald Trump","Catholic",47
"24671","Donald Trump","Catholic",55
"24672",NA,"Catholic",67
"24673","Hillary Clinton","Catholic",65
"24674",NA,"Catholic",60
"24675",NA,"Catholic",64
"24676","Hillary Clinton","Catholic",60
"24677","Donald Trump","Catholic",60
"24678","Hillary Clinton","Catholic",52
"24679","Donald Trump","Catholic",77
"24680","Hillary Clinton","Catholic",72
"24681",NA,"Catholic",65
"24682","Hillary Clinton","Catholic",72
"24683","Hillary Clinton","Catholic",75
"24684","Hillary Clinton","Catholic",58
"24685","Donald Trump","Catholic",56
"24686","Hillary Clinton","Catholic",62
"24687","Donald Trump","Catholic",58
"24688","Donald Trump","Catholic",66
"24689","Hillary Clinton","Catholic",71
"24690","Donald Trump","Catholic",73
"24691","Hillary Clinton","Catholic",65
"24692","Donald Trump","Catholic",79
"24693",NA,"Catholic",52
"24694","Donald Trump","Catholic",59
"24695",NA,"Catholic",24
"24696","Donald Trump","Catholic",56
"24697","Hillary Clinton","Catholic",41
"24698","Donald Trump","Catholic",73
"24699","Donald Trump","Catholic",62
"24700","Donald Trump","Catholic",76
"24701","Gary Johnson","Catholic",27
"24702",NA,"Catholic",36
"24703","Hillary Clinton","Catholic",60
"24704","Donald Trump","Catholic",52
"24705","Donald Trump","Catholic",78
"24706","Hillary Clinton","Catholic",62
"24707","Hillary Clinton","Catholic",75
"24708",NA,"Catholic",64
"24709","Donald Trump","Catholic",84
"24710","Donald Trump","Catholic",51
"24711","Hillary Clinton","Catholic",28
"24712","Hillary Clinton","Catholic",69
"24713","Donald Trump","Catholic",47
"24714",NA,"Catholic",39
"24715","Hillary Clinton","Catholic",72
"24716",NA,"Catholic",34
"24717","Hillary Clinton","Catholic",40
"24718","Hillary Clinton","Catholic",64
"24719","Hillary Clinton","Catholic",44
"24720",NA,"Catholic",31
"24721",NA,"Catholic",44
"24722","Hillary Clinton","Catholic",40
"24723","Other","Catholic",73
"24724",NA,"Catholic",37
"24725",NA,"Catholic",68
"24726","Other","Catholic",53
"24727","Hillary Clinton","Catholic",54
"24728","Hillary Clinton","Catholic",50
"24729","Hillary Clinton","Catholic",60
"24730","Donald Trump","Catholic",46
"24731",NA,"Catholic",65
"24732","Donald Trump","Catholic",68
"24733","Donald Trump","Catholic",68
"24734","Donald Trump","Catholic",67
"24735","Donald Trump","Catholic",81
"24736","Donald Trump","Catholic",67
"24737","Donald Trump","Catholic",68
"24738","Donald Trump","Catholic",78
"24739",NA,"Catholic",67
"24740","Hillary Clinton","Catholic",71
"24741","Hillary Clinton","Catholic",75
"24742","Hillary Clinton","Catholic",70
"24743","Hillary Clinton","Catholic",75
"24744","Hillary Clinton","Catholic",75
"24745","Hillary Clinton","Catholic",72
"24746",NA,"Catholic",51
"24747","Other","Catholic",59
"24748","Gary Johnson","Catholic",32
"24749","Donald Trump","Catholic",51
"24750","Hillary Clinton","Catholic",22
"24751","Donald Trump","Catholic",60
"24752","Hillary Clinton","Catholic",76
"24753","Donald Trump","Catholic",81
"24754","Donald Trump","Catholic",63
"24755","Hillary Clinton","Catholic",51
"24756","Hillary Clinton","Catholic",26
"24757","Hillary Clinton","Catholic",69
"24758","Hillary Clinton","Catholic",65
"24759","Donald Trump","Catholic",65
"24760","Donald Trump","Catholic",85
"24761","Hillary Clinton","Catholic",60
"24762","Hillary Clinton","Catholic",54
"24763","Hillary Clinton","Catholic",59
"24764",NA,"Catholic",71
"24765","Donald Trump","Catholic",58
"24766","Donald Trump","Catholic",67
"24767","Hillary Clinton","Catholic",62
"24768","Donald Trump","Catholic",66
"24769","Donald Trump","Catholic",71
"24770","Other","Catholic",65
"24771","Hillary Clinton","Catholic",54
"24772","Hillary Clinton","Catholic",35
"24773","Donald Trump","Catholic",36
"24774",NA,"Catholic",68
"24775",NA,"Catholic",31
"24776","Hillary Clinton","Catholic",51
"24777","Hillary Clinton","Catholic",44
"24778","Donald Trump","Catholic",70
"24779","Hillary Clinton","Catholic",69
"24780","Donald Trump","Catholic",67
"24781","Donald Trump","Catholic",60
"24782","Donald Trump","Catholic",57
"24783","Donald Trump","Catholic",46
"24784","Donald Trump","Catholic",53
"24785","Hillary Clinton","Catholic",50
"24786","Donald Trump","Catholic",61
"24787",NA,"Catholic",58
"24788","Hillary Clinton","Catholic",62
"24789","Donald Trump","Catholic",61
"24790","Hillary Clinton","Catholic",77
"24791","Hillary Clinton","Catholic",68
"24792","Donald Trump","Catholic",77
"24793","Hillary Clinton","Catholic",67
"24794","Donald Trump","Catholic",78
"24795","Donald Trump","Catholic",67
"24796","Donald Trump","Catholic",70
"24797","Hillary Clinton","Catholic",63
"24798","Hillary Clinton","Catholic",47
"24799","Hillary Clinton","Catholic",64
"24800",NA,"Catholic",21
"24801",NA,"Catholic",34
"24802","Donald Trump","Catholic",57
"24803",NA,"Catholic",48
"24804","Hillary Clinton","Catholic",62
"24805","Donald Trump","Catholic",46
"24806","Donald Trump","Catholic",52
"24807","Donald Trump","Catholic",75
"24808","Hillary Clinton","Catholic",75
"24809","Donald Trump","Catholic",73
"24810","Donald Trump","Catholic",70
"24811","Donald Trump","Catholic",73
"24812","Donald Trump","Catholic",71
"24813","Donald Trump","Catholic",69
"24814","Donald Trump","Catholic",81
"24815","Donald Trump","Catholic",56
"24816","Hillary Clinton","Catholic",23
"24817","Hillary Clinton","Catholic",47
"24818","Donald Trump","Catholic",28
"24819","Donald Trump","Catholic",72
"24820","Gary Johnson","Catholic",44
"24821","Donald Trump","Catholic",70
"24822","Hillary Clinton","Catholic",40
"24823","Donald Trump","Catholic",74
"24824","Donald Trump","Catholic",73
"24825","Donald Trump","Catholic",78
"24826","Donald Trump","Catholic",84
"24827","Gary Johnson","Catholic",43
"24828","Donald Trump","Catholic",74
"24829",NA,"Catholic",75
"24830","Hillary Clinton","Catholic",62
"24831","Donald Trump","Catholic",63
"24832","Hillary Clinton","Catholic",41
"24833","Donald Trump","Catholic",42
"24834","Hillary Clinton","Catholic",38
"24835","Hillary Clinton","Catholic",67
"24836","Donald Trump","Catholic",77
"24837","Hillary Clinton","Catholic",83
"24838","Donald Trump","Catholic",52
"24839","Donald Trump","Catholic",56
"24840","Hillary Clinton","Catholic",77
"24841","Donald Trump","Catholic",66
"24842","Hillary Clinton","Catholic",70
"24843","Donald Trump","Catholic",68
"24844","Donald Trump","Catholic",80
"24845","Donald Trump","Catholic",80
"24846","Donald Trump","Catholic",59
"24847","Hillary Clinton","Catholic",52
"24848","Donald Trump","Catholic",54
"24849","Donald Trump","Catholic",48
"24850",NA,"Catholic",60
"24851",NA,"Catholic",45
"24852","Hillary Clinton","Catholic",25
"24853","Donald Trump","Catholic",59
"24854","Hillary Clinton","Catholic",62
"24855",NA,"Catholic",45
"24856","Donald Trump","Catholic",68
"24857","Hillary Clinton","Catholic",82
"24858","Hillary Clinton","Catholic",68
"24859","Donald Trump","Catholic",84
"24860","Donald Trump","Catholic",76
"24861","Hillary Clinton","Catholic",65
"24862","Donald Trump","Catholic",56
"24863","Donald Trump","Catholic",62
"24864","Donald Trump","Catholic",63
"24865","Donald Trump","Catholic",25
"24866","Donald Trump","Catholic",59
"24867",NA,"Catholic",62
"24868","Other","Catholic",44
"24869","Donald Trump","Catholic",60
"24870","Hillary Clinton","Catholic",67
"24871","Donald Trump","Catholic",41
"24872","Donald Trump","Catholic",85
"24873","Hillary Clinton","Catholic",43
"24874",NA,"Catholic",51
"24875","Donald Trump","Catholic",81
"24876","Donald Trump","Catholic",50
"24877","Hillary Clinton","Catholic",30
"24878","Hillary Clinton","Catholic",29
"24879","Donald Trump","Catholic",74
"24880","Hillary Clinton","Catholic",35
"24881","Other","Catholic",20
"24882","Donald Trump","Catholic",50
"24883","Donald Trump","Catholic",37
"24884","Hillary Clinton","Catholic",66
"24885","Donald Trump","Catholic",76
"24886","Donald Trump","Catholic",77
"24887",NA,"Catholic",53
"24888","Hillary Clinton","Catholic",64
"24889","Hillary Clinton","Catholic",50
"24890","Hillary Clinton","Catholic",61
"24891","Donald Trump","Catholic",52
"24892","Donald Trump","Catholic",61
"24893","Hillary Clinton","Catholic",46
"24894","Donald Trump","Catholic",74
"24895","Hillary Clinton","Catholic",74
"24896","Hillary Clinton","Catholic",70
"24897","Donald Trump","Catholic",72
"24898","Hillary Clinton","Catholic",62
"24899","Donald Trump","Catholic",69
"24900",NA,"Catholic",61
"24901","Hillary Clinton","Catholic",76
"24902","Donald Trump","Catholic",46
"24903","Hillary Clinton","Catholic",52
"24904","Donald Trump","Catholic",50
"24905","Donald Trump","Catholic",62
"24906","Hillary Clinton","Catholic",51
"24907","Donald Trump","Catholic",65
"24908","Donald Trump","Catholic",77
"24909","Hillary Clinton","Catholic",37
"24910","Donald Trump","Catholic",75
"24911","Hillary Clinton","Catholic",46
"24912","Donald Trump","Catholic",57
"24913",NA,"Catholic",24
"24914","Hillary Clinton","Catholic",59
"24915","Donald Trump","Catholic",75
"24916","Donald Trump","Catholic",44
"24917","Donald Trump","Catholic",48
"24918","Donald Trump","Catholic",50
"24919","Donald Trump","Catholic",69
"24920","Donald Trump","Catholic",41
"24921","Hillary Clinton","Catholic",31
"24922","Not Sure","Catholic",62
"24923","Hillary Clinton","Catholic",47
"24924","Other","Catholic",64
"24925","Donald Trump","Catholic",61
"24926","Hillary Clinton","Catholic",55
"24927","Donald Trump","Catholic",54
"24928","Donald Trump","Catholic",74
"24929","Hillary Clinton","Catholic",72
"24930","Hillary Clinton","Catholic",70
