"","religpew","pew_bornagain","pid7","race"
"30698",3,2,4,1
"30699",2,2,5,1
"30700",10,2,1,1
"30701",1,2,1,2
"30702",2,2,4,2
"30703",1,2,1,3
"30704",2,1,2,1
"30705",11,2,3,1
"30706",11,2,2,2
"30707",1,2,2,1
"30708",2,2,2,3
"30709",1,1,4,2
"30710",1,2,3,1
"30711",1,1,7,1
"30712",2,2,7,1
"30713",11,2,1,2
"30714",2,2,5,6
"30715",2,2,5,3
"30716",7,2,5,3
"30717",11,1,1,2
"30718",1,2,2,2
"30719",1,2,4,1
"30720",9,2,6,1
"30721",2,2,8,1
"30722",10,2,8,2
"30723",1,1,8,1
"30724",11,2,4,1
"30725",2,2,1,6
"30726",11,2,2,2
"30727",1,2,6,1
"30728",1,2,7,3
"30729",1,1,1,1
"30730",1,2,6,1
"30731",11,1,1,1
"30732",11,2,1,2
"30733",1,1,7,1
"30734",10,2,3,1
"30735",11,2,2,3
"30736",3,2,6,1
"30737",2,2,1,1
"30738",1,2,2,2
"30739",1,2,4,1
"30740",6,2,1,2
"30741",1,1,4,1
"30742",2,2,7,1
"30743",11,2,1,1
"30744",12,1,2,2
"30745",10,2,4,1
"30746",1,1,7,1
"30747",2,2,7,1
"30748",10,2,3,1
"30749",5,2,1,1
"30750",9,2,4,1
"30751",1,2,1,1
"30752",1,1,7,1
"30753",11,2,7,1
"30754",1,2,1,1
"30755",2,2,1,6
"30756",1,2,8,3
"30757",6,2,1,1
"30758",9,2,4,1
"30759",1,2,1,3
"30760",1,1,8,2
"30761",2,2,2,3
"30762",11,2,8,1
"30763",1,1,7,1
"30764",1,2,6,3
"30765",10,2,3,3
"30766",10,2,4,1
"30767",1,1,5,1
"30768",2,2,4,1
"30769",1,1,5,1
"30770",1,2,1,2
"30771",1,1,1,2
"30772",1,2,3,2
"30773",12,2,5,1
"30774",1,1,1,2
"30775",12,1,4,1
"30776",11,2,1,2
"30777",2,2,1,1
"30778",10,2,1,2
"30779",1,2,1,2
"30780",5,2,1,3
"30781",1,2,5,1
"30782",2,1,6,3
"30783",11,2,3,2
"30784",2,2,2,3
"30785",2,2,1,1
"30786",11,2,3,1
"30787",11,2,1,1
"30788",1,1,3,2
"30789",1,1,4,2
"30790",1,1,1,2
"30791",1,1,4,2
"30792",3,2,1,3
"30793",2,2,4,3
"30794",8,2,1,4
"30795",2,1,4,1
"30796",11,2,2,2
"30797",1,2,4,2
"30798",1,1,1,2
"30799",9,1,1,2
"30800",12,2,1,1
"30801",12,1,3,2
"30802",1,2,1,1
"30803",1,2,6,1
"30804",11,2,6,1
"30805",1,2,1,2
"30806",9,2,4,2
"30807",2,1,1,4
"30808",1,1,6,1
"30809",1,2,1,2
"30810",2,2,7,1
"30811",2,1,4,2
"30812",12,1,4,2
"30813",2,2,4,3
"30814",11,2,4,2
"30815",11,2,4,1
"30816",1,1,1,2
"30817",2,2,1,2
"30818",1,2,7,1
"30819",11,2,1,3
"30820",2,2,6,3
"30821",1,2,1,2
"30822",11,2,2,1
"30823",2,2,5,1
"30824",2,2,2,1
"30825",1,2,3,2
"30826",6,1,1,1
"30827",8,1,1,4
"30828",2,2,7,3
"30829",11,2,1,1
"30830",1,1,4,1
"30831",11,1,1,2
"30832",2,2,7,1
"30833",12,1,2,1
"30834",1,1,3,1
"30835",1,1,1,6
"30836",12,2,4,1
"30837",10,2,1,1
"30838",11,2,3,3
"30839",11,2,2,1
"30840",1,1,2,2
"30841",1,1,1,2
"30842",11,2,6,1
"30843",1,2,7,1
"30844",2,2,6,1
"30845",2,2,2,1
"30846",1,1,7,1
"30847",11,2,4,3
"30848",2,2,2,1
"30849",11,1,2,3
"30850",1,1,5,1
"30851",1,2,3,1
"30852",2,2,1,3
"30853",11,2,4,3
"30854",1,1,2,2
"30855",2,2,1,1
"30856",11,2,6,1
"30857",11,2,6,1
"30858",11,1,1,1
"30859",2,1,7,1
"30860",1,2,3,2
"30861",1,2,4,2
"30862",2,2,7,1
"30863",1,1,4,3
"30864",2,2,2,3
"30865",11,2,2,2
"30866",1,1,6,1
"30867",12,2,2,4
"30868",10,2,3,1
"30869",7,2,4,1
"30870",8,2,4,4
"30871",11,2,1,1
"30872",11,1,6,2
"30873",2,2,7,1
"30874",1,1,7,1
"30875",1,2,1,2
"30876",12,2,2,3
"30877",9,2,3,1
"30878",12,2,4,1
"30879",1,2,1,1
"30880",9,2,8,1
"30881",2,2,2,1
"30882",2,2,1,3
"30883",12,2,6,3
"30884",12,1,4,2
"30885",2,2,1,1
"30886",10,2,3,1
"30887",11,2,5,1
"30888",3,2,5,1
"30889",1,2,3,3
"30890",1,2,1,2
"30891",3,2,7,1
"30892",11,2,4,1
"30893",2,2,1,3
"30894",2,1,7,1
"30895",1,1,1,1
"30896",1,2,4,7
"30897",2,2,6,1
"30898",11,2,6,1
"30899",2,2,3,1
"30900",1,1,7,3
"30901",11,1,4,1
"30902",1,2,7,1
"30903",2,2,4,1
"30904",11,2,5,1
"30905",1,2,4,1
"30906",12,1,4,1
"30907",11,1,7,1
"30908",1,1,6,1
"30909",1,1,8,2
"30910",10,2,3,1
"30911",9,2,3,1
"30912",11,2,4,1
"30913",1,2,6,1
"30914",1,2,8,1
"30915",2,2,1,2
"30916",2,2,1,1
"30917",2,2,2,3
"30918",1,1,7,1
"30919",11,2,1,2
"30920",11,1,4,3
"30921",2,2,1,1
"30922",4,2,1,1
"30923",10,2,1,4
"30924",2,1,4,1
"30925",2,2,1,1
"30926",1,2,1,1
"30927",11,2,1,3
"30928",1,2,7,1
"30929",1,2,6,3
"30930",1,1,2,2
"30931",2,2,6,1
"30932",11,1,1,2
"30933",2,2,1,1
"30934",1,2,2,1
"30935",2,1,1,1
"30936",5,2,2,1
"30937",1,1,6,1
"30938",1,2,6,1
"30939",11,2,3,1
"30940",1,1,7,1
"30941",11,2,2,1
"30942",2,1,4,3
"30943",11,2,2,1
"30944",1,1,7,1
"30945",11,2,2,1
"30946",1,2,2,2
"30947",1,2,1,2
"30948",1,1,7,1
"30949",1,1,4,1
"30950",9,2,3,1
"30951",11,2,4,3
"30952",11,2,1,2
"30953",10,2,1,1
"30954",1,1,6,1
"30955",8,2,4,4
"30956",1,2,1,2
"30957",1,2,4,2
"30958",11,2,2,2
"30959",9,2,1,2
"30960",2,1,1,1
"30961",1,2,4,1
"30962",2,2,6,1
"30963",9,2,1,3
"30964",6,2,1,2
"30965",1,2,2,5
"30966",11,2,1,2
"30967",11,2,1,1
"30968",2,2,3,3
"30969",1,1,7,3
"30970",1,2,2,1
"30971",1,1,6,1
"30972",9,2,2,1
"30973",2,2,1,1
"30974",11,2,2,3
"30975",2,2,1,1
"30976",2,2,4,3
"30977",11,2,1,1
"30978",1,1,1,2
"30979",1,2,7,1
"30980",11,2,1,2
"30981",5,2,3,1
"30982",1,1,6,1
"30983",12,1,3,1
"30984",11,2,2,3
"30985",9,2,2,6
"30986",2,1,3,6
"30987",2,1,1,1
"30988",2,2,5,3
"30989",1,1,7,1
"30990",11,2,4,1
"30991",2,2,2,3
"30992",1,1,4,7
"30993",2,2,1,1
"30994",1,1,2,2
"30995",1,1,5,1
"30996",2,1,1,1
"30997",2,1,3,3
"30998",11,2,1,2
"30999",1,1,7,1
"31000",8,2,6,4
"31001",1,2,5,1
"31002",11,2,2,1
"31003",1,1,3,4
"31004",11,2,4,1
"31005",98,2,2,2
"31006",1,1,1,2
"31007",2,2,1,3
"31008",1,2,6,1
"31009",11,2,4,1
"31010",10,2,2,3
"31011",1,1,7,1
"31012",2,2,1,1
"31013",9,2,4,1
"31014",1,1,6,1
"31015",11,2,1,1
"31016",5,2,5,1
"31017",2,2,5,1
"31018",2,2,4,1
"31019",11,2,7,1
"31020",2,2,6,1
"31021",9,2,3,1
"31022",11,2,1,6
"31023",10,2,7,1
"31024",2,2,8,1
"31025",2,2,5,1
"31026",2,2,6,1
"31027",2,2,2,1
"31028",2,2,1,1
"31029",11,2,2,1
"31030",9,2,6,1
"31031",2,2,1,3
"31032",12,2,4,3
"31033",8,2,4,4
"31034",3,2,8,1
"31035",2,1,1,1
"31036",11,2,1,2
"31037",1,1,6,1
"31038",2,2,7,1
"31039",1,2,6,1
"31040",1,1,5,1
"31041",1,1,6,1
"31042",9,2,1,1
"31043",11,2,1,1
"31044",2,2,3,1
"31045",2,2,3,1
"31046",11,2,3,1
"31047",11,2,1,1
"31048",1,1,7,1
"31049",12,1,1,2
"31050",12,2,3,1
"31051",12,2,1,6
"31052",9,2,1,1
"31053",1,2,6,1
"31054",10,2,4,1
"31055",9,2,1,1
"31056",4,2,4,1
"31057",10,2,1,6
"31058",12,2,6,1
"31059",1,2,2,1
"31060",11,2,4,4
"31061",11,2,3,1
"31062",11,2,1,1
"31063",2,2,1,1
"31064",11,2,99,1
"31065",1,1,8,2
"31066",1,2,2,2
"31067",10,2,3,4
"31068",11,2,1,1
"31069",5,2,4,1
"31070",2,2,2,1
"31071",2,2,1,1
"31072",12,1,5,3
"31073",11,2,1,2
"31074",2,1,2,1
"31075",12,2,4,1
"31076",3,1,2,2
"31077",11,2,2,4
"31078",2,2,8,1
"31079",4,2,5,8
"31080",1,1,5,1
"31081",11,2,1,1
"31082",1,2,6,1
"31083",3,2,6,1
"31084",2,1,3,3
"31085",1,1,8,1
"31086",11,2,7,2
"31087",1,1,7,1
"31088",2,2,1,1
"31089",1,1,1,1
"31090",2,2,3,1
"31091",2,1,6,1
"31092",2,2,1,1
"31093",11,2,1,1
"31094",1,2,6,1
"31095",1,1,2,1
"31096",1,1,1,2
"31097",2,2,3,1
"31098",9,2,4,1
"31099",2,2,1,2
"31100",10,2,1,1
"31101",1,2,1,1
"31102",2,2,6,3
"31103",1,1,3,1
"31104",1,2,4,1
"31105",11,2,4,4
"31106",11,2,1,1
"31107",2,2,1,1
"31108",11,1,2,2
"31109",2,2,6,1
"31110",11,2,2,4
"31111",7,2,2,1
"31112",2,2,1,1
"31113",2,2,4,1
"31114",12,2,6,1
"31115",11,2,5,4
"31116",11,2,5,1
"31117",1,1,4,2
"31118",2,2,2,1
"31119",10,2,1,1
"31120",2,2,7,1
"31121",11,1,3,1
"31122",11,2,1,1
"31123",1,1,7,1
"31124",2,2,8,1
"31125",2,2,2,3
"31126",2,2,1,3
"31127",11,1,1,1
"31128",2,2,7,1
"31129",5,2,6,1
"31130",11,2,2,4
"31131",2,2,2,6
"31132",1,2,1,2
"31133",9,2,4,1
"31134",5,2,1,1
"31135",5,2,6,1
"31136",7,2,2,4
"31137",12,2,6,1
"31138",11,1,7,1
"31139",6,2,1,1
"31140",2,2,1,1
"31141",1,2,1,1
"31142",6,1,1,1
"31143",2,2,7,1
"31144",4,2,7,1
"31145",12,1,6,1
"31146",10,2,1,1
"31147",8,2,4,2
"31148",3,2,4,1
"31149",1,1,4,1
"31150",11,2,3,1
"31151",2,2,2,1
"31152",1,1,2,1
"31153",10,2,1,2
"31154",2,2,4,1
"31155",2,2,2,1
"31156",2,2,6,2
"31157",10,2,1,1
"31158",11,2,4,1
"31159",7,2,4,4
"31160",11,2,3,1
"31161",2,2,2,1
"31162",7,2,8,4
"31163",2,1,1,1
"31164",11,2,2,1
"31165",1,2,1,1
"31166",11,2,3,6
"31167",1,1,2,3
"31168",11,2,2,1
"31169",2,2,1,3
"31170",11,2,1,1
"31171",12,2,1,6
"31172",2,2,4,1
"31173",9,2,3,1
"31174",2,2,6,1
"31175",2,2,1,1
"31176",2,2,6,1
"31177",9,2,7,1
"31178",2,2,8,1
"31179",10,2,4,6
"31180",1,2,5,1
"31181",9,2,6,1
"31182",2,2,1,1
"31183",7,2,2,1
"31184",2,1,1,2
"31185",10,2,1,1
"31186",2,2,1,1
"31187",2,2,1,1
"31188",5,2,1,1
"31189",9,2,1,1
"31190",2,2,6,1
"31191",3,2,6,1
"31192",11,2,2,1
"31193",11,2,1,1
"31194",2,2,5,1
"31195",5,2,1,1
"31196",11,2,4,1
"31197",12,2,4,1
"31198",2,2,2,1
"31199",2,1,1,1
"31200",1,1,1,2
"31201",10,2,6,3
"31202",2,2,6,1
"31203",1,1,1,1
"31204",2,2,6,1
"31205",2,2,2,1
"31206",1,2,6,1
"31207",1,1,5,1
"31208",12,2,6,1
"31209",2,2,4,2
"31210",1,2,4,1
"31211",1,2,3,1
"31212",7,2,2,4
"31213",11,2,2,2
"31214",11,2,5,1
"31215",2,2,7,3
"31216",11,2,1,1
"31217",8,2,1,2
"31218",2,2,6,1
"31219",2,2,2,1
"31220",11,2,6,1
"31221",10,2,5,1
"31222",1,2,6,1
"31223",1,1,6,1
"31224",1,1,6,1
"31225",12,1,4,1
"31226",1,1,7,6
"31227",2,1,1,1
"31228",11,2,1,1
"31229",11,2,6,1
"31230",1,2,3,1
"31231",2,2,5,1
"31232",1,1,3,2
"31233",2,2,2,1
"31234",11,2,3,4
"31235",11,1,1,1
"31236",3,2,6,1
"31237",11,2,8,1
"31238",1,1,7,1
"31239",12,1,6,6
"31240",11,2,4,1
"31241",2,2,8,1
"31242",2,2,7,1
"31243",1,1,7,1
"31244",2,2,7,1
"31245",2,2,2,1
"31246",12,2,1,1
"31247",1,1,4,1
"31248",1,2,6,1
"31249",2,2,2,1
"31250",2,2,2,1
"31251",1,1,4,1
"31252",11,2,1,1
"31253",11,1,7,1
"31254",1,1,1,1
"31255",1,1,1,2
"31256",12,2,1,2
"31257",2,2,2,1
"31258",1,2,1,1
"31259",2,2,6,1
"31260",1,1,6,1
"31261",1,2,4,1
"31262",9,2,1,1
"31263",11,2,6,1
"31264",9,2,1,1
"31265",2,2,1,1
"31266",1,1,1,2
"31267",2,2,4,1
"31268",1,1,2,1
"31269",11,2,6,1
"31270",11,2,2,5
"31271",10,2,4,4
"31272",1,1,1,2
"31273",11,2,6,1
"31274",8,2,1,4
"31275",2,2,7,1
"31276",11,2,4,3
"31277",1,2,5,1
"31278",1,2,1,1
"31279",12,2,5,1
"31280",2,2,4,1
"31281",11,2,7,1
"31282",1,1,7,1
"31283",1,2,7,1
"31284",1,1,4,1
"31285",11,2,4,1
"31286",11,2,1,2
"31287",2,1,6,1
"31288",9,2,2,1
"31289",2,2,1,3
"31290",11,2,1,1
"31291",2,1,7,1
"31292",2,2,4,1
"31293",11,1,7,1
"31294",1,1,1,2
"31295",1,1,7,1
"31296",1,1,5,1
"31297",1,1,1,1
"31298",2,2,3,1
"31299",1,1,8,1
"31300",2,2,2,1
"31301",1,2,1,2
"31302",10,2,3,1
"31303",1,1,3,2
"31304",11,2,4,3
"31305",11,2,4,2
"31306",11,2,1,2
"31307",7,1,1,2
"31308",1,1,1,2
"31309",1,1,5,1
"31310",11,2,8,1
"31311",1,1,4,1
"31312",1,2,1,1
"31313",1,2,5,3
"31314",1,1,6,2
"31315",11,2,7,1
"31316",1,2,7,1
"31317",9,2,4,1
"31318",1,2,2,1
"31319",1,1,7,1
"31320",11,2,6,1
"31321",1,2,1,1
"31322",1,1,7,1
"31323",2,2,1,6
"31324",1,1,5,1
"31325",10,2,1,1
"31326",10,2,3,1
"31327",1,1,7,1
"31328",1,1,4,1
"31329",1,1,6,1
"31330",11,1,4,1
"31331",2,2,4,1
"31332",1,2,2,1
"31333",1,2,2,1
"31334",2,2,6,3
"31335",1,2,6,1
"31336",11,2,4,1
"31337",11,2,2,1
"31338",1,1,1,2
"31339",1,1,4,1
"31340",1,2,1,1
"31341",1,1,7,3
"31342",4,1,1,2
"31343",1,1,6,1
"31344",10,2,1,1
"31345",12,2,4,1
"31346",1,1,1,2
"31347",1,2,1,1
"31348",1,1,1,2
"31349",9,2,1,1
"31350",10,2,1,4
"31351",11,1,1,2
"31352",5,2,2,2
"31353",1,1,4,5
"31354",2,2,7,1
"31355",1,2,3,2
"31356",11,2,2,1
"31357",1,2,7,1
"31358",11,1,2,2
"31359",1,1,4,2
"31360",1,1,7,1
"31361",1,2,2,2
"31362",2,2,6,1
"31363",1,1,7,1
"31364",1,2,7,1
"31365",1,2,4,3
"31366",2,1,8,3
"31367",1,1,7,1
"31368",10,2,1,1
"31369",7,2,3,3
"31370",9,2,1,2
"31371",1,2,1,2
"31372",1,2,1,2
"31373",12,2,2,2
"31374",2,2,3,3
"31375",2,2,1,3
"31376",11,2,3,1
"31377",2,2,6,1
"31378",11,2,4,2
"31379",11,2,2,1
"31380",11,2,2,1
"31381",1,1,5,2
"31382",2,2,4,3
"31383",1,1,1,2
"31384",2,1,1,2
"31385",2,2,2,3
"31386",2,1,3,1
"31387",11,2,3,1
"31388",2,2,7,1
"31389",1,1,7,1
"31390",1,1,5,2
"31391",11,2,2,6
"31392",9,2,1,1
"31393",12,2,7,5
"31394",6,2,3,4
"31395",2,2,2,1
"31396",5,2,5,1
"31397",1,2,4,4
"31398",12,1,4,2
"31399",11,2,2,2
"31400",11,2,4,1
"31401",12,2,3,2
"31402",11,2,1,3
"31403",1,2,1,2
"31404",12,2,3,2
"31405",11,1,4,3
"31406",1,2,5,1
"31407",1,2,1,2
"31408",11,2,1,2
"31409",1,2,1,1
"31410",11,2,2,4
"31411",11,2,2,1
"31412",11,2,4,1
"31413",2,2,2,3
"31414",11,2,1,3
"31415",8,2,1,4
"31416",1,1,1,2
"31417",2,2,3,1
"31418",9,2,2,1
"31419",5,2,1,1
"31420",1,2,1,1
"31421",11,2,8,2
"31422",1,2,1,4
"31423",11,2,4,2
"31424",1,1,4,1
"31425",12,2,1,2
"31426",11,2,4,1
"31427",1,1,1,2
"31428",11,2,2,1
"31429",10,2,3,1
"31430",1,1,3,2
"31431",2,2,6,1
"31432",2,2,2,1
"31433",1,1,5,1
"31434",11,2,3,1
"31435",11,2,8,1
"31436",12,2,1,1
"31437",9,2,1,1
"31438",2,2,5,3
"31439",1,1,6,1
"31440",2,1,1,3
"31441",10,2,2,1
"31442",11,2,5,2
"31443",2,2,3,1
"31444",1,1,7,3
"31445",7,2,1,1
"31446",1,2,2,2
"31447",11,2,5,1
"31448",1,2,2,2
"31449",2,1,4,3
"31450",1,1,7,1
"31451",11,2,2,2
"31452",11,2,1,1
"31453",1,1,4,1
"31454",9,2,1,3
"31455",9,2,3,1
"31456",2,2,6,1
"31457",2,2,2,1
"31458",1,2,7,1
"31459",2,2,4,1
"31460",1,1,1,2
"31461",11,2,2,2
"31462",11,2,3,1
"31463",2,2,1,3
"31464",1,1,1,2
"31465",10,2,1,1
"31466",12,2,5,1
"31467",1,1,7,1
"31468",9,2,3,1
"31469",1,1,5,1
"31470",1,1,7,1
"31471",10,2,1,1
"31472",2,2,6,1
"31473",11,2,4,1
"31474",1,2,4,1
"31475",11,2,3,6
"31476",1,1,5,1
"31477",2,2,5,1
"31478",2,2,6,1
"31479",11,1,2,2
"31480",2,2,1,3
"31481",1,2,1,2
"31482",12,2,2,3
"31483",11,1,1,2
"31484",1,1,1,2
"31485",11,2,2,1
"31486",1,2,2,1
"31487",1,1,4,2
"31488",10,2,1,1
"31489",2,1,1,1
"31490",11,2,2,1
"31491",11,2,3,3
"31492",1,2,1,3
"31493",1,2,6,1
"31494",5,2,6,1
"31495",11,2,2,4
"31496",2,1,4,4
"31497",9,2,6,3
"31498",1,1,1,2
"31499",1,1,6,1
"31500",12,2,1,1
"31501",2,2,4,7
"31502",1,1,3,2
"31503",1,1,6,3
"31504",1,2,4,2
"31505",9,2,4,1
"31506",1,2,1,2
"31507",12,2,2,1
"31508",2,1,4,2
"31509",2,2,1,2
"31510",1,1,1,2
"31511",1,1,4,1
"31512",1,1,1,2
"31513",2,1,1,3
"31514",9,2,3,1
"31515",2,2,4,1
"31516",2,2,2,3
"31517",11,2,1,2
"31518",6,2,3,2
"31519",9,2,4,3
"31520",1,2,3,1
"31521",1,1,6,5
"31522",11,2,1,2
"31523",1,2,6,2
"31524",1,1,4,2
"31525",1,1,1,2
"31526",10,2,1,1
"31527",1,2,7,1
"31528",1,1,2,2
"31529",1,2,3,2
"31530",2,2,1,6
"31531",1,1,7,1
"31532",1,2,1,1
"31533",2,2,3,3
"31534",11,2,4,3
"31535",11,2,2,1
"31536",11,1,1,2
"31537",1,1,6,1
"31538",11,2,8,1
"31539",1,2,6,1
"31540",1,2,1,2
"31541",1,2,2,3
"31542",10,2,2,1
"31543",1,2,4,1
"31544",1,1,2,2
"31545",11,2,4,1
"31546",2,2,6,1
"31547",2,2,2,3
"31548",11,1,6,1
"31549",1,1,5,1
"31550",2,2,1,3
"31551",9,2,1,1
"31552",98,1,3,3
"31553",1,1,7,1
"31554",12,2,4,6
"31555",1,2,2,1
"31556",11,2,4,2
"31557",1,1,1,2
"31558",8,2,1,4
"31559",1,1,2,2
"31560",1,2,1,2
"31561",1,1,6,1
"31562",1,1,1,1
"31563",11,1,1,1
"31564",9,2,3,1
"31565",12,2,5,1
"31566",2,2,6,1
"31567",2,2,1,4
"31568",2,2,7,1
"31569",3,2,4,2
"31570",1,1,5,1
"31571",1,2,2,1
"31572",11,2,2,1
"31573",10,2,3,1
"31574",10,2,1,1
"31575",10,2,4,1
"31576",1,1,4,1
"31577",9,2,5,1
"31578",9,2,2,1
"31579",11,1,5,1
"31580",1,2,7,1
"31581",2,2,4,1
"31582",1,2,4,2
"31583",2,2,1,6
"31584",1,1,7,1
"31585",1,1,2,1
"31586",11,2,2,1
"31587",1,1,5,1
"31588",1,2,4,1
"31589",1,1,4,1
"31590",11,2,3,2
"31591",1,1,1,2
"31592",11,1,1,2
"31593",10,2,2,2
"31594",1,2,1,2
"31595",11,1,4,2
"31596",10,2,1,4
"31597",2,2,7,1
"31598",11,2,2,1
"31599",11,2,3,3
"31600",11,2,1,2
"31601",1,1,2,1
"31602",1,1,1,2
"31603",10,2,1,1
"31604",11,2,3,1
"31605",1,2,3,2
"31606",11,2,4,1
"31607",10,2,5,1
"31608",2,2,6,1
"31609",5,2,6,1
"31610",7,2,4,4
"31611",5,2,1,1
"31612",1,1,8,1
"31613",9,2,3,1
"31614",2,2,1,1
"31615",2,2,1,1
"31616",3,2,6,1
"31617",11,2,3,3
"31618",2,2,6,1
"31619",2,2,1,4
"31620",2,2,3,1
"31621",1,2,4,1
"31622",11,2,1,1
"31623",1,1,6,1
"31624",10,2,2,1
"31625",12,2,8,3
"31626",11,2,4,1
"31627",2,1,2,1
"31628",12,1,2,1
"31629",9,2,6,4
"31630",11,2,2,1
"31631",2,2,2,1
"31632",5,2,1,1
"31633",2,2,4,1
"31634",2,2,2,1
"31635",1,2,5,5
"31636",10,2,4,1
"31637",9,2,1,1
"31638",12,2,4,1
"31639",1,2,6,1
"31640",2,2,7,1
"31641",11,2,3,2
"31642",1,1,7,2
"31643",2,2,4,1
"31644",12,2,1,2
"31645",3,2,5,1
"31646",1,2,6,1
"31647",12,2,5,2
"31648",1,1,4,1
"31649",1,1,4,3
"31650",1,2,7,1
"31651",7,2,4,1
"31652",2,2,1,2
"31653",1,1,7,1
"31654",1,1,7,4
"31655",1,1,4,3
"31656",1,1,2,1
"31657",2,2,2,1
"31658",1,2,1,2
"31659",11,2,1,3
"31660",2,1,1,1
"31661",1,2,6,1
"31662",9,2,3,1
"31663",7,2,3,4
"31664",11,2,1,2
"31665",2,1,7,1
"31666",1,1,7,1
"31667",11,2,8,1
"31668",2,1,1,1
"31669",2,2,2,1
"31670",1,1,7,1
"31671",1,2,3,1
"31672",2,2,2,1
"31673",1,2,7,1
"31674",2,2,2,4
"31675",1,1,2,2
"31676",11,2,1,1
"31677",11,2,1,1
"31678",2,2,7,1
"31679",11,2,1,4
"31680",2,2,3,1
"31681",1,1,7,1
"31682",2,1,1,2
"31683",1,2,7,1
"31684",2,2,2,1
"31685",10,2,4,1
"31686",2,2,6,1
"31687",11,1,7,1
"31688",5,2,3,1
"31689",5,2,3,1
"31690",1,2,6,1
"31691",11,2,5,1
"31692",1,1,4,1
"31693",2,2,5,1
"31694",1,2,6,1
"31695",5,2,2,1
"31696",2,2,2,1
"31697",11,2,2,1
"31698",5,2,2,1
"31699",3,2,5,1
"31700",1,2,8,1
"31701",10,2,3,1
"31702",2,1,7,4
"31703",1,1,7,1
"31704",1,2,4,1
"31705",12,1,5,1
"31706",1,2,4,1
"31707",9,2,2,4
"31708",9,2,1,1
"31709",2,2,4,1
"31710",2,2,6,2
"31711",2,2,6,1
"31712",5,2,2,1
"31713",11,2,4,1
"31714",11,2,2,1
"31715",1,1,6,1
"31716",10,2,6,1
"31717",2,2,2,1
"31718",9,2,3,4
"31719",2,2,1,1
"31720",3,2,7,1
"31721",2,2,1,4
"31722",10,2,1,3
"31723",10,2,4,1
"31724",9,2,4,4
"31725",11,2,1,1
"31726",2,2,3,1
"31727",2,1,7,1
"31728",9,2,1,1
"31729",11,2,4,1
"31730",10,2,3,1
"31731",11,2,4,2
"31732",2,2,1,1
"31733",11,2,4,1
"31734",11,2,3,1
"31735",12,2,4,1
"31736",1,1,2,2
"31737",2,2,4,1
"31738",2,2,1,1
"31739",10,2,1,1
"31740",1,2,1,1
"31741",1,2,8,1
"31742",11,2,1,1
"31743",1,2,1,2
"31744",2,2,3,1
"31745",6,2,3,4
"31746",2,2,7,3
"31747",2,2,7,1
"31748",1,1,6,1
"31749",2,2,2,1
"31750",1,1,2,2
"31751",2,2,7,1
"31752",2,2,1,1
"31753",1,1,7,1
"31754",11,2,4,1
"31755",2,2,1,1
"31756",1,1,3,4
"31757",2,2,1,1
"31758",5,2,3,1
"31759",2,2,2,3
"31760",9,2,2,1
"31761",11,2,7,1
"31762",1,1,1,2
"31763",4,2,1,1
"31764",1,2,2,1
"31765",2,1,2,1
"31766",1,1,1,1
"31767",2,2,4,1
"31768",1,2,2,3
"31769",2,2,1,1
"31770",11,2,3,1
"31771",1,1,1,2
"31772",11,2,2,4
"31773",1,1,7,1
"31774",1,1,1,1
"31775",1,2,6,1
"31776",11,2,99,1
"31777",1,1,1,2
"31778",11,2,6,1
"31779",2,2,1,1
"31780",10,2,3,1
"31781",11,2,1,2
"31782",2,1,3,1
"31783",10,1,1,1
"31784",1,2,6,1
"31785",1,2,2,1
"31786",2,2,7,1
"31787",2,2,2,1
"31788",3,1,7,1
"31789",1,2,1,1
"31790",11,2,4,1
"31791",11,2,4,1
"31792",2,2,1,1
"31793",9,2,7,1
"31794",1,1,7,1
"31795",1,1,2,3
"31796",4,2,6,1
"31797",11,1,3,2
"31798",11,2,1,2
"31799",2,2,6,3
"31800",11,2,1,1
"31801",9,2,1,1
"31802",2,2,1,1
"31803",5,2,6,1
"31804",11,1,1,2
"31805",2,1,1,1
"31806",12,2,5,1
"31807",12,2,2,1
"31808",11,2,2,1
"31809",1,2,6,1
"31810",1,1,1,1
"31811",1,1,1,2
"31812",2,2,2,3
"31813",1,2,7,1
"31814",2,2,1,1
"31815",12,2,2,3
"31816",11,2,5,1
"31817",2,2,5,1
"31818",2,2,6,1
"31819",9,2,1,1
"31820",1,1,6,1
"31821",11,2,1,1
"31822",12,1,8,2
"31823",2,2,7,1
"31824",2,2,4,1
"31825",9,2,1,1
"31826",1,1,5,1
"31827",1,2,3,4
"31828",2,1,1,1
"31829",11,2,3,1
"31830",11,2,4,1
"31831",1,2,2,1
"31832",10,2,3,6
"31833",1,1,7,1
"31834",11,2,4,2
"31835",12,1,1,2
"31836",11,2,2,1
"31837",11,2,1,1
"31838",1,1,2,2
"31839",10,2,6,1
"31840",2,2,7,1
"31841",2,2,4,7
"31842",1,2,4,1
"31843",2,2,4,1
"31844",9,2,1,1
"31845",11,2,1,1
"31846",2,2,7,1
"31847",1,2,7,1
"31848",6,2,1,1
"31849",1,2,8,3
"31850",11,2,5,3
"31851",11,2,1,1
"31852",9,2,1,1
"31853",11,2,2,1
"31854",12,1,2,2
"31855",2,2,2,1
"31856",9,2,4,5
"31857",2,2,1,1
"31858",2,2,5,1
"31859",1,1,7,1
"31860",1,1,1,1
"31861",1,2,7,1
