"","religpew","pew_bornagain","pid7","race"
"10548",11,1,5,1
"10549",11,2,2,1
"10550",10,2,4,1
"10551",5,2,6,1
"10552",1,1,7,1
"10553",12,2,3,1
"10554",2,1,4,1
"10555",1,1,5,1
"10556",11,2,1,1
"10557",2,2,1,6
"10558",10,2,1,1
"10559",2,2,2,1
"10560",11,2,6,1
"10561",11,2,4,3
"10562",11,2,3,1
"10563",5,2,2,8
"10564",11,2,2,1
"10565",1,2,4,1
"10566",1,1,2,1
"10567",1,1,1,2
"10568",1,2,4,6
"10569",1,2,1,2
"10570",2,2,7,1
"10571",1,2,2,1
"10572",2,2,7,1
"10573",1,1,5,1
"10574",11,2,1,1
"10575",12,2,4,6
"10576",1,1,5,1
"10577",1,1,7,1
"10578",2,2,1,3
"10579",11,1,7,3
"10580",6,2,8,4
"10581",2,2,2,8
"10582",9,2,3,1
"10583",1,2,7,1
"10584",1,2,7,1
"10585",1,2,4,2
"10586",1,1,7,1
"10587",11,2,1,1
"10588",1,1,7,1
"10589",1,2,7,1
"10590",1,1,6,1
"10591",10,2,3,1
"10592",1,2,6,1
"10593",1,2,7,1
"10594",10,2,1,1
"10595",1,1,5,6
"10596",11,2,8,1
"10597",2,2,4,1
"10598",9,2,4,5
"10599",2,2,1,5
"10600",1,2,1,2
"10601",1,1,3,2
"10602",2,2,1,6
"10603",9,2,3,1
"10604",1,1,7,1
"10605",5,2,4,4
"10606",1,2,5,1
"10607",1,1,7,4
"10608",11,2,1,1
"10609",1,2,6,1
"10610",1,2,7,1
"10611",1,2,6,1
"10612",1,1,7,1
"10613",9,2,2,1
"10614",1,1,6,1
"10615",2,2,1,1
"10616",1,1,4,1
"10617",2,2,1,3
"10618",1,1,4,1
"10619",10,2,1,1
"10620",1,2,3,1
"10621",7,2,3,1
"10622",2,2,6,1
"10623",11,2,4,1
"10624",1,1,7,1
"10625",11,2,6,1
"10626",1,1,1,1
"10627",2,2,6,1
"10628",2,2,4,1
"10629",1,1,1,1
"10630",1,2,3,1
"10631",2,2,4,1
"10632",11,2,6,1
"10633",11,2,1,1
"10634",9,2,1,1
"10635",1,1,2,1
"10636",2,2,6,1
"10637",1,1,4,1
"10638",5,2,1,1
"10639",1,2,3,1
"10640",11,2,1,1
"10641",11,2,7,1
"10642",1,1,7,1
"10643",1,2,1,1
"10644",11,2,7,1
"10645",5,2,1,1
"10646",10,2,2,3
"10647",11,2,7,3
"10648",2,2,8,3
"10649",10,2,3,1
"10650",1,1,1,2
"10651",12,2,3,6
"10652",1,1,1,2
"10653",12,2,1,2
"10654",1,1,1,3
"10655",1,2,6,1
"10656",11,2,4,1
"10657",1,2,1,1
"10658",3,2,4,1
"10659",1,1,5,1
"10660",12,2,2,1
"10661",1,1,7,1
"10662",1,1,6,1
"10663",2,2,3,1
"10664",1,1,4,4
"10665",1,2,3,1
"10666",5,2,1,1
"10667",2,2,6,1
"10668",2,2,3,1
"10669",1,1,5,1
"10670",11,2,1,1
"10671",4,2,4,1
"10672",1,2,1,1
"10673",1,2,6,1
"10674",1,1,8,1
"10675",1,1,5,1
"10676",1,2,6,1
"10677",11,1,5,1
"10678",11,2,8,1
"10679",11,2,3,1
"10680",5,2,1,1
"10681",10,2,4,1
"10682",1,1,7,1
"10683",11,2,4,1
"10684",10,2,1,1
"10685",12,2,4,1
"10686",4,2,4,1
"10687",9,2,1,1
"10688",12,1,1,2
"10689",12,2,1,3
"10690",11,2,2,1
"10691",1,1,6,1
"10692",9,2,5,1
"10693",1,2,8,2
"10694",1,1,4,1
"10695",1,1,7,1
"10696",2,2,7,1
"10697",10,2,1,1
"10698",1,1,5,1
"10699",11,2,7,1
"10700",1,2,6,1
"10701",2,2,4,1
"10702",12,2,4,1
"10703",2,2,6,1
"10704",11,1,5,1
"10705",11,2,5,1
"10706",1,2,5,1
"10707",1,1,3,1
"10708",1,2,2,1
"10709",2,2,5,1
"10710",10,2,2,1
"10711",2,2,5,6
"10712",11,2,1,1
"10713",1,1,5,1
"10714",9,2,1,1
"10715",10,2,1,1
"10716",2,1,2,3
"10717",11,2,4,1
"10718",11,2,1,2
"10719",1,2,7,1
"10720",5,2,1,1
"10721",11,2,4,1
"10722",1,1,7,1
"10723",11,2,4,1
"10724",1,2,1,1
"10725",2,2,2,4
"10726",1,1,1,2
"10727",1,1,4,6
"10728",1,1,1,2
"10729",1,1,4,1
"10730",9,2,7,1
"10731",12,2,6,1
"10732",1,2,3,1
"10733",2,2,8,1
"10734",10,2,1,1
"10735",12,2,4,1
"10736",1,1,7,1
"10737",10,2,4,3
"10738",11,2,1,1
"10739",1,2,7,1
"10740",2,1,1,1
"10741",11,2,1,1
"10742",11,2,6,1
"10743",1,1,7,5
"10744",11,2,4,1
"10745",9,2,3,1
"10746",1,2,7,1
"10747",1,1,4,1
"10748",1,2,8,1
"10749",1,1,1,1
"10750",2,2,1,1
"10751",1,1,5,1
"10752",12,1,5,1
"10753",5,2,1,1
"10754",12,1,1,1
"10755",12,2,4,4
"10756",9,2,1,1
"10757",9,2,3,4
"10758",2,2,4,3
"10759",1,1,6,1
"10760",1,1,5,1
"10761",1,2,7,1
"10762",3,2,4,1
"10763",2,2,3,1
"10764",1,1,7,1
"10765",2,2,4,1
"10766",10,2,2,1
"10767",2,2,7,1
"10768",1,1,4,1
"10769",11,2,2,1
"10770",5,2,7,1
"10771",12,2,1,1
"10772",1,2,2,1
"10773",1,2,1,1
"10774",11,2,1,1
"10775",10,2,1,1
"10776",11,2,6,1
"10777",2,2,5,1
"10778",1,2,1,1
"10779",2,2,1,1
"10780",2,2,6,1
"10781",1,1,7,1
"10782",12,1,5,1
"10783",1,1,6,1
"10784",1,2,6,1
"10785",1,2,5,1
"10786",9,2,2,1
"10787",2,2,1,1
"10788",2,2,3,1
"10789",9,2,3,1
"10790",2,2,1,1
"10791",1,1,7,1
"10792",5,2,1,1
"10793",2,2,4,1
"10794",1,2,7,1
"10795",1,1,7,1
"10796",1,2,3,1
"10797",5,2,1,1
"10798",9,2,3,1
"10799",2,2,2,1
"10800",9,2,1,1
"10801",10,2,1,1
"10802",2,2,6,1
"10803",2,2,4,1
"10804",1,2,3,1
"10805",3,2,5,7
"10806",2,1,4,3
"10807",11,2,1,1
"10808",1,2,1,5
"10809",9,2,1,1
"10810",1,2,5,1
"10811",11,2,2,2
"10812",2,2,1,3
"10813",2,2,1,3
"10814",1,2,2,3
"10815",2,2,2,1
"10816",12,2,1,1
"10817",12,2,4,1
"10818",11,2,2,1
"10819",11,2,1,1
"10820",1,2,4,1
"10821",11,2,3,1
"10822",11,2,4,1
"10823",1,1,7,1
"10824",1,1,7,1
"10825",1,1,5,1
"10826",6,2,3,4
"10827",10,2,5,6
"10828",2,2,4,7
"10829",1,2,3,1
"10830",9,2,3,1
"10831",1,2,1,1
"10832",11,2,2,1
"10833",1,2,4,1
"10834",2,1,1,1
"10835",12,2,1,1
"10836",1,2,4,1
"10837",5,2,6,1
"10838",12,2,5,1
"10839",11,2,6,1
"10840",1,2,5,1
"10841",9,2,2,1
"10842",1,2,8,1
"10843",1,1,5,1
"10844",1,1,2,1
"10845",12,2,5,1
"10846",6,2,5,1
"10847",2,2,6,1
"10848",2,2,1,1
"10849",1,1,7,1
"10850",1,1,2,1
"10851",1,1,4,1
"10852",1,2,1,1
"10853",1,1,4,1
"10854",1,1,3,3
"10855",11,2,4,1
"10856",11,2,1,2
"10857",2,2,2,3
"10858",12,2,3,1
"10859",3,2,7,1
"10860",11,2,4,2
"10861",1,1,7,1
"10862",11,2,7,1
"10863",12,1,1,2
"10864",1,1,1,2
"10865",2,2,6,3
"10866",1,2,1,1
"10867",1,1,4,1
"10868",2,1,4,1
"10869",2,2,1,1
"10870",10,2,1,7
"10871",1,1,2,3
"10872",2,2,5,1
"10873",1,1,6,1
"10874",1,2,6,1
"10875",2,2,1,3
"10876",5,2,1,1
"10877",2,1,2,1
"10878",7,2,1,2
"10879",10,2,2,1
"10880",1,1,5,1
"10881",1,1,2,1
"10882",1,2,1,1
"10883",1,1,5,1
"10884",1,2,2,1
"10885",11,2,4,1
"10886",2,2,6,1
"10887",11,2,8,1
"10888",2,2,7,1
"10889",2,1,7,1
"10890",1,2,4,1
"10891",11,2,6,1
"10892",4,2,4,1
"10893",11,2,4,1
"10894",2,2,4,1
"10895",1,1,7,1
"10896",1,2,3,1
"10897",1,1,7,1
"10898",2,2,7,1
"10899",1,2,6,1
"10900",2,2,1,1
"10901",1,2,1,1
"10902",5,2,1,1
"10903",1,1,2,1
"10904",2,2,3,1
"10905",1,2,2,1
"10906",2,2,7,1
"10907",1,1,6,1
"10908",11,2,4,1
"10909",2,2,6,1
"10910",1,1,7,1
"10911",2,2,7,1
"10912",4,2,5,1
"10913",1,1,7,1
"10914",11,1,7,7
"10915",2,2,4,3
"10916",11,2,1,4
"10917",11,2,4,4
"10918",1,1,1,2
"10919",11,2,1,2
"10920",11,2,1,3
"10921",1,2,6,1
"10922",10,2,1,1
"10923",1,1,2,1
"10924",2,2,5,1
"10925",1,1,1,1
"10926",1,1,6,1
"10927",11,2,6,1
"10928",12,2,2,1
"10929",2,2,5,1
"10930",2,2,3,1
"10931",2,1,5,1
"10932",12,2,1,1
"10933",9,2,3,1
"10934",2,2,3,6
"10935",1,1,5,1
"10936",9,2,1,1
"10937",2,2,1,1
"10938",1,1,1,1
"10939",11,2,1,1
"10940",2,2,6,1
"10941",1,1,3,2
"10942",1,1,4,1
"10943",5,2,1,1
"10944",1,1,5,1
"10945",2,2,2,1
"10946",10,2,1,1
"10947",11,1,1,2
"10948",2,2,2,3
"10949",1,2,7,1
"10950",11,2,4,1
"10951",12,2,1,1
"10952",10,2,4,1
"10953",5,2,1,1
"10954",9,2,2,1
"10955",1,1,1,1
"10956",2,2,1,1
"10957",1,1,6,3
"10958",2,2,2,1
"10959",10,2,3,3
"10960",10,2,3,1
"10961",5,2,1,1
"10962",1,1,1,2
"10963",1,1,1,2
"10964",11,2,1,3
"10965",1,1,4,1
"10966",11,2,3,1
"10967",12,1,7,1
"10968",2,2,2,1
"10969",1,1,4,5
"10970",1,1,7,1
"10971",2,2,5,1
"10972",2,2,2,1
"10973",11,1,7,1
"10974",11,2,8,1
"10975",9,2,1,2
"10976",12,1,4,6
"10977",11,2,4,1
"10978",10,2,2,1
"10979",11,2,1,1
"10980",9,2,2,1
"10981",9,2,3,1
"10982",11,2,4,1
"10983",1,1,2,1
"10984",9,2,1,2
"10985",1,1,4,1
"10986",2,2,2,5
"10987",12,2,1,6
"10988",9,2,1,1
"10989",1,2,2,2
"10990",9,2,3,1
"10991",2,2,1,1
"10992",1,2,7,1
"10993",10,2,1,1
"10994",2,2,6,1
"10995",1,1,6,1
"10996",12,2,2,1
"10997",11,2,1,1
"10998",1,2,1,1
"10999",10,2,1,1
"11000",1,1,7,1
"11001",2,2,2,1
"11002",11,1,4,1
"11003",11,2,4,1
"11004",12,2,1,1
"11005",1,1,6,1
"11006",12,2,1,1
"11007",1,1,2,3
"11008",1,1,1,1
"11009",1,1,7,1
"11010",1,2,1,1
"11011",2,2,3,1
"11012",12,2,4,1
"11013",9,2,1,1
"11014",1,2,1,1
"11015",1,1,6,1
"11016",2,2,5,1
"11017",11,2,3,1
"11018",10,2,1,1
"11019",7,1,4,4
"11020",12,2,2,1
"11021",11,2,4,1
"11022",5,2,1,1
"11023",1,1,5,1
"11024",9,2,5,1
"11025",1,1,6,1
"11026",2,2,1,1
"11027",1,2,5,1
"11028",9,2,4,1
"11029",10,2,2,1
"11030",1,2,2,1
"11031",9,2,3,1
"11032",1,1,2,1
"11033",12,2,3,1
"11034",9,2,1,1
"11035",1,1,1,2
"11036",1,1,4,2
"11037",1,1,1,2
"11038",1,2,4,1
"11039",2,2,3,1
"11040",10,2,4,1
"11041",11,2,1,1
"11042",1,2,4,2
"11043",1,1,6,1
"11044",1,2,6,1
"11045",5,2,2,1
"11046",1,1,7,1
"11047",11,2,4,1
"11048",2,2,6,1
"11049",12,2,1,1
"11050",2,2,7,1
"11051",11,2,5,1
"11052",7,2,7,1
"11053",9,2,5,1
"11054",9,2,1,1
"11055",11,2,4,1
"11056",10,2,1,1
"11057",2,2,4,1
"11058",11,1,1,1
"11059",11,2,7,1
"11060",1,2,3,1
"11061",5,2,1,1
"11062",11,2,1,1
"11063",1,1,5,1
"11064",2,2,6,1
"11065",1,1,7,1
"11066",11,2,2,1
"11067",9,2,6,1
"11068",1,2,3,1
"11069",10,2,2,1
"11070",1,2,4,1
"11071",1,2,7,1
"11072",1,2,7,1
"11073",11,2,4,1
"11074",1,1,5,7
"11075",1,1,2,2
"11076",1,2,3,1
"11077",5,2,7,1
"11078",11,2,4,1
"11079",9,2,3,1
"11080",2,1,7,7
"11081",1,2,1,2
"11082",3,2,5,1
"11083",11,2,1,2
"11084",2,2,1,4
"11085",2,2,4,2
"11086",1,1,2,2
"11087",11,2,2,4
"11088",1,1,1,2
"11089",12,1,4,1
"11090",11,2,7,1
"11091",2,2,2,1
"11092",1,1,5,1
"11093",1,2,3,1
"11094",12,2,8,1
"11095",12,1,3,2
"11096",10,2,5,1
"11097",12,2,1,1
"11098",1,2,7,1
"11099",2,2,1,3
"11100",12,1,7,1
"11101",2,1,1,1
"11102",1,2,5,1
"11103",2,2,6,1
"11104",1,1,7,1
"11105",12,2,6,1
"11106",11,2,4,1
"11107",1,1,7,1
"11108",10,2,7,1
"11109",5,2,6,1
"11110",1,1,6,1
"11111",1,1,5,1
"11112",12,1,6,1
"11113",1,1,6,1
"11114",11,2,4,1
"11115",1,2,4,1
"11116",1,2,7,1
"11117",5,2,4,1
"11118",1,1,6,1
"11119",12,2,1,1
"11120",1,1,4,1
"11121",1,2,1,1
"11122",2,2,5,1
"11123",1,2,1,2
"11124",12,2,4,5
"11125",1,1,6,1
"11126",2,2,4,1
"11127",5,2,3,1
"11128",1,1,6,1
"11129",2,2,4,1
"11130",1,1,6,1
"11131",1,2,1,1
"11132",2,2,1,1
"11133",1,2,1,1
"11134",1,1,6,1
"11135",1,1,2,1
"11136",1,2,7,1
"11137",1,2,7,1
"11138",2,2,6,1
"11139",11,2,1,1
"11140",12,2,7,1
"11141",1,2,3,1
"11142",3,2,4,1
"11143",2,2,6,1
"11144",9,2,1,1
"11145",2,2,1,2
"11146",10,2,3,1
"11147",11,2,4,1
"11148",7,2,2,4
"11149",5,2,3,1
"11150",2,2,1,1
"11151",9,2,1,1
"11152",1,2,1,1
"11153",1,1,7,1
"11154",12,2,3,1
"11155",2,2,1,1
"11156",1,1,1,1
"11157",11,2,6,1
"11158",12,2,4,7
"11159",11,2,1,3
"11160",1,2,4,1
"11161",10,2,5,1
"11162",1,1,3,1
"11163",11,1,4,7
"11164",1,2,8,1
"11165",1,1,7,1
"11166",11,2,1,1
"11167",2,2,6,1
"11168",1,1,5,1
"11169",2,2,2,1
"11170",11,2,1,2
"11171",1,2,4,1
"11172",2,2,1,1
"11173",1,1,1,1
"11174",1,2,6,1
"11175",2,2,7,1
"11176",2,2,7,1
"11177",1,2,7,1
"11178",9,2,3,1
"11179",1,2,4,1
"11180",12,1,1,2
"11181",11,1,2,2
"11182",1,2,2,1
"11183",1,2,1,2
"11184",12,2,4,1
"11185",3,2,6,1
"11186",1,1,5,1
"11187",1,1,6,1
"11188",10,2,1,1
"11189",11,2,7,1
"11190",1,1,5,1
"11191",1,1,1,1
"11192",9,2,6,1
"11193",2,2,7,1
"11194",11,2,4,1
"11195",10,2,2,1
"11196",11,1,1,2
"11197",2,1,1,1
"11198",10,2,1,1
"11199",12,2,4,1
"11200",2,2,6,1
"11201",2,2,5,1
"11202",2,2,1,3
"11203",1,1,1,1
"11204",10,2,6,1
"11205",2,2,5,1
"11206",11,2,4,1
"11207",2,2,5,1
"11208",10,2,1,1
"11209",10,2,2,1
"11210",1,1,6,1
"11211",11,2,2,2
"11212",1,1,1,2
"11213",1,2,6,1
"11214",12,2,3,1
"11215",2,2,4,3
"11216",12,1,4,2
"11217",11,2,4,2
"11218",11,2,3,1
"11219",9,2,1,1
"11220",1,1,7,1
"11221",1,2,3,1
"11222",1,2,4,1
"11223",11,1,4,1
"11224",2,2,7,1
"11225",1,2,1,1
"11226",11,2,4,1
"11227",2,2,8,1
"11228",1,1,4,1
"11229",1,1,6,1
"11230",11,2,4,1
"11231",10,2,1,1
"11232",1,2,1,1
"11233",2,2,1,1
"11234",11,2,6,1
"11235",11,2,1,1
"11236",11,2,4,4
"11237",11,2,4,1
"11238",1,2,1,1
"11239",2,2,3,1
"11240",11,2,6,1
"11241",11,2,5,1
"11242",1,2,4,1
"11243",2,2,1,1
"11244",12,2,2,1
"11245",2,2,7,1
"11246",1,1,4,1
"11247",5,2,1,1
"11248",1,1,4,1
"11249",1,2,1,1
"11250",2,2,5,1
"11251",1,1,7,3
"11252",1,2,4,1
"11253",11,1,5,1
"11254",2,2,4,1
"11255",9,2,1,1
"11256",2,2,2,1
"11257",9,2,1,1
"11258",2,2,5,1
"11259",1,1,4,1
"11260",1,2,3,1
"11261",9,2,1,1
"11262",12,2,1,1
"11263",3,1,5,1
"11264",1,1,7,1
"11265",12,2,7,1
"11266",1,2,1,1
"11267",1,2,1,1
"11268",1,1,4,1
"11269",9,2,2,1
"11270",2,2,7,1
"11271",1,2,6,1
"11272",1,2,4,1
"11273",1,1,7,1
"11274",1,1,6,1
"11275",10,2,1,1
"11276",10,2,1,1
"11277",1,2,5,6
"11278",9,2,4,1
"11279",2,2,5,1
"11280",11,1,4,1
"11281",1,1,7,1
"11282",1,1,4,1
"11283",1,2,1,2
"11284",1,1,5,1
"11285",10,2,1,1
"11286",2,2,8,1
"11287",1,2,7,1
"11288",1,2,5,1
"11289",11,2,4,1
"11290",1,1,7,1
"11291",2,2,4,1
"11292",4,2,2,1
"11293",12,2,3,1
"11294",2,2,7,1
"11295",2,2,2,4
"11296",1,1,2,2
"11297",11,2,4,1
"11298",11,2,3,2
"11299",2,1,4,3
"11300",11,1,1,1
"11301",2,2,3,1
"11302",7,2,1,1
"11303",10,2,4,1
"11304",5,2,3,1
"11305",11,2,1,2
"11306",10,2,1,1
"11307",9,2,3,1
"11308",9,2,7,3
"11309",9,2,3,1
"11310",1,1,7,1
"11311",1,1,7,1
"11312",1,1,4,2
"11313",11,2,8,1
"11314",1,2,7,1
"11315",2,2,8,1
"11316",1,1,7,1
"11317",11,2,3,1
"11318",1,1,2,1
"11319",3,2,4,2
"11320",5,2,6,1
"11321",1,1,6,1
"11322",1,1,5,1
"11323",1,1,1,2
"11324",11,2,6,1
"11325",11,2,4,1
"11326",1,1,6,1
"11327",10,2,3,1
"11328",1,1,7,1
"11329",2,2,1,3
"11330",1,2,8,1
"11331",2,2,3,1
"11332",11,1,3,6
"11333",2,2,4,2
"11334",5,2,1,1
"11335",12,2,4,1
"11336",1,2,5,1
"11337",2,2,5,1
"11338",1,2,1,1
"11339",1,1,5,1
"11340",12,2,6,1
"11341",7,2,2,1
"11342",9,2,1,1
"11343",11,2,1,1
"11344",1,1,3,1
"11345",1,2,1,1
"11346",9,2,2,1
"11347",1,2,5,1
"11348",5,2,1,1
"11349",1,1,7,1
"11350",2,2,1,1
"11351",1,2,4,1
"11352",11,2,3,1
"11353",12,1,5,1
"11354",9,2,1,1
"11355",2,2,6,1
"11356",1,1,7,1
"11357",1,2,6,1
"11358",10,2,1,1
"11359",2,2,2,1
"11360",1,2,7,1
"11361",1,1,4,1
"11362",1,1,4,1
"11363",1,2,2,1
"11364",2,2,7,1
"11365",1,1,5,1
"11366",1,1,6,1
"11367",10,2,2,1
"11368",1,1,7,1
"11369",7,2,3,1
"11370",9,2,3,1
"11371",9,2,2,1
"11372",1,1,4,7
"11373",9,2,4,1
"11374",2,2,1,1
"11375",1,2,5,1
"11376",1,1,5,1
"11377",11,2,1,1
"11378",1,2,5,1
"11379",2,2,6,1
"11380",11,2,4,1
"11381",1,2,1,1
"11382",1,1,7,1
"11383",2,2,4,1
"11384",11,2,4,1
"11385",9,2,1,1
"11386",2,2,1,1
"11387",1,1,4,1
"11388",11,2,6,1
"11389",10,2,3,1
"11390",2,2,1,1
"11391",1,1,1,1
"11392",9,2,1,1
"11393",1,2,7,1
"11394",2,2,3,1
"11395",1,1,5,1
"11396",2,2,5,1
"11397",2,2,3,1
"11398",11,1,2,4
"11399",1,1,7,7
"11400",9,2,1,1
"11401",12,2,4,1
"11402",1,1,5,2
"11403",1,2,6,1
"11404",1,2,7,1
"11405",2,2,1,1
"11406",11,2,8,1
"11407",1,1,5,1
"11408",2,2,6,1
"11409",2,2,4,3
"11410",2,2,6,4
"11411",1,2,5,1
"11412",1,1,7,4
"11413",1,2,4,1
"11414",1,1,2,1
"11415",1,2,2,1
"11416",1,1,7,1
"11417",2,1,7,1
"11418",1,2,5,1
"11419",11,2,4,3
"11420",11,2,2,2
"11421",2,2,2,3
"11422",2,2,7,1
"11423",11,2,7,1
"11424",2,2,7,1
"11425",3,2,6,1
"11426",5,2,1,1
"11427",2,1,7,1
"11428",12,2,1,1
"11429",12,2,3,1
"11430",11,2,7,1
"11431",9,2,4,1
"11432",1,2,6,1
"11433",1,1,6,1
"11434",1,2,7,1
"11435",12,2,1,1
"11436",12,2,3,1
"11437",11,1,1,2
"11438",1,2,4,2
"11439",11,2,4,6
"11440",1,2,1,1
"11441",11,1,1,2
"11442",1,1,7,1
"11443",10,2,4,1
"11444",2,2,1,1
"11445",11,2,7,1
"11446",1,1,7,1
"11447",1,1,5,1
"11448",11,1,4,1
"11449",1,1,6,1
"11450",10,2,1,1
"11451",1,2,3,1
"11452",1,1,7,1
"11453",9,2,1,1
"11454",5,2,1,1
"11455",11,2,1,1
"11456",1,2,3,1
"11457",10,2,1,1
"11458",1,2,2,1
"11459",12,1,7,1
"11460",1,1,4,1
"11461",2,2,4,1
"11462",1,2,4,1
"11463",1,1,7,1
"11464",2,2,1,1
"11465",1,1,7,1
"11466",10,2,7,1
"11467",11,2,4,1
"11468",5,2,2,1
"11469",2,2,1,1
"11470",1,2,4,1
"11471",10,2,7,1
"11472",12,1,2,1
"11473",2,2,1,1
"11474",1,1,1,1
"11475",10,2,1,1
"11476",2,2,7,5
"11477",1,1,6,6
"11478",1,2,6,1
"11479",9,2,3,1
"11480",9,2,3,1
"11481",10,2,1,1
"11482",11,2,3,1
"11483",11,2,1,1
"11484",2,2,1,1
"11485",1,2,1,1
"11486",11,2,1,7
"11487",12,2,1,2
"11488",9,2,1,1
"11489",11,2,4,2
"11490",11,2,1,1
"11491",1,1,1,1
"11492",1,1,5,1
"11493",9,2,3,1
"11494",2,2,4,1
"11495",10,2,7,1
"11496",2,2,4,1
"11497",1,1,4,1
"11498",1,1,4,1
"11499",2,2,5,1
"11500",2,2,5,1
"11501",11,2,5,1
"11502",1,1,4,1
"11503",1,1,7,1
"11504",11,1,5,1
"11505",2,2,7,1
"11506",2,2,4,1
"11507",1,1,6,5
"11508",9,2,3,2
"11509",11,1,4,1
"11510",1,1,4,2
"11511",11,2,1,1
"11512",2,2,5,1
"11513",1,2,4,1
"11514",9,2,3,1
"11515",10,2,7,1
"11516",9,2,3,1
"11517",5,2,3,1
"11518",9,2,4,6
"11519",1,1,1,2
"11520",1,1,1,2
"11521",1,1,7,2
"11522",2,2,2,3
"11523",11,2,3,1
"11524",1,2,1,2
"11525",9,2,3,1
"11526",11,2,3,1
"11527",1,1,4,3
"11528",5,2,3,7
"11529",2,2,2,1
"11530",10,2,3,6
"11531",2,2,2,1
"11532",12,2,3,1
"11533",11,2,8,3
"11534",10,2,2,1
"11535",1,1,7,1
"11536",1,2,1,1
"11537",2,2,5,1
"11538",11,2,1,1
"11539",1,1,7,1
"11540",2,2,1,1
"11541",11,1,6,3
"11542",1,1,5,1
"11543",12,2,7,1
"11544",2,2,2,1
"11545",2,2,2,3
"11546",12,2,4,3
"11547",2,2,1,1
"11548",1,1,4,1
"11549",2,2,7,1
"11550",1,2,1,1
"11551",2,1,1,1
"11552",1,2,7,1
"11553",2,2,4,1
"11554",2,2,7,1
"11555",1,1,6,1
"11556",9,2,1,1
"11557",2,2,5,1
"11558",9,2,1,1
"11559",11,2,1,1
"11560",1,2,8,6
"11561",1,1,7,3
"11562",3,2,1,3
"11563",1,1,1,2
"11564",11,1,6,1
"11565",10,2,1,1
"11566",11,2,1,1
"11567",1,1,8,1
"11568",1,1,7,1
"11569",1,1,7,1
"11570",1,1,4,1
"11571",11,2,4,1
"11572",11,2,6,1
"11573",2,1,4,1
"11574",3,2,6,1
"11575",2,2,7,1
"11576",2,2,7,1
"11577",1,2,1,1
"11578",10,2,5,1
"11579",2,2,5,1
"11580",1,1,4,1
"11581",4,1,6,1
"11582",1,1,7,1
"11583",2,2,7,1
"11584",1,2,7,1
"11585",11,2,7,1
"11586",9,2,1,4
"11587",2,2,1,1
"11588",1,2,6,1
"11589",1,1,2,1
"11590",11,2,6,1
"11591",2,2,7,1
"11592",2,2,6,1
"11593",9,2,1,1
"11594",2,2,1,1
"11595",2,2,5,1
"11596",1,2,3,1
"11597",1,2,7,1
"11598",1,2,4,1
"11599",1,1,3,1
"11600",1,1,7,1
"11601",2,1,7,1
"11602",11,2,4,1
"11603",2,1,2,3
"11604",11,2,2,7
"11605",10,2,5,3
"11606",11,2,4,6
"11607",11,2,2,1
"11608",12,2,1,2
"11609",10,2,2,2
"11610",1,1,5,2
"11611",2,2,7,4
"11612",1,1,5,2
"11613",1,1,6,3
"11614",11,2,3,1
"11615",1,2,1,2
"11616",1,1,1,2
"11617",2,2,2,3
"11618",2,2,2,3
"11619",11,2,7,1
"11620",10,2,1,1
"11621",2,2,3,1
"11622",1,1,5,1
"11623",2,1,1,1
"11624",12,2,4,1
"11625",1,2,6,1
"11626",1,2,1,1
"11627",11,2,4,1
"11628",1,1,1,6
"11629",2,2,5,1
"11630",11,2,5,1
"11631",9,2,3,1
"11632",10,2,3,1
"11633",11,2,7,1
"11634",5,2,1,1
"11635",2,2,4,1
"11636",2,2,1,3
"11637",9,2,3,2
"11638",1,2,1,1
"11639",1,1,6,1
"11640",2,2,2,1
"11641",1,1,7,1
"11642",5,2,7,1
"11643",2,2,2,1
"11644",2,1,1,1
"11645",2,2,7,1
"11646",9,2,4,1
"11647",1,2,1,1
"11648",1,1,4,1
"11649",5,2,4,1
"11650",1,1,7,1
"11651",9,2,1,1
"11652",1,2,1,2
"11653",5,2,2,1
"11654",12,2,3,1
"11655",1,2,4,1
"11656",2,2,3,1
"11657",1,2,1,6
"11658",10,2,1,1
"11659",2,2,7,1
"11660",2,2,2,2
"11661",10,2,1,1
"11662",5,2,5,1
"11663",1,2,3,1
"11664",12,2,1,1
"11665",1,2,4,1
"11666",10,2,1,1
"11667",1,1,3,1
"11668",11,2,8,2
"11669",10,2,7,1
"11670",1,1,1,2
"11671",2,1,4,4
"11672",2,2,1,1
"11673",11,2,4,1
"11674",2,2,7,4
"11675",2,2,2,3
"11676",1,1,2,4
"11677",2,2,5,3
"11678",2,2,1,3
"11679",2,2,3,3
"11680",1,1,3,3
"11681",12,2,3,2
"11682",1,1,1,2
"11683",11,2,4,1
"11684",9,2,1,1
"11685",12,2,4,1
"11686",1,1,7,1
"11687",10,2,1,1
"11688",11,2,2,1
"11689",1,2,7,1
"11690",1,1,5,1
"11691",1,2,5,1
"11692",1,2,2,1
"11693",1,2,4,1
"11694",2,2,7,3
"11695",2,2,3,3
"11696",5,2,1,1
"11697",10,2,3,1
"11698",1,2,1,1
"11699",1,2,6,1
"11700",9,2,1,1
"11701",1,1,5,1
"11702",11,2,2,1
"11703",10,2,1,1
"11704",11,2,4,1
"11705",2,2,5,1
"11706",9,2,1,1
"11707",11,2,1,1
"11708",1,1,7,1
"11709",10,2,1,1
"11710",11,2,2,1
"11711",12,2,6,1
