"","religpew","pew_bornagain","pid7","race","inputstate","ideo5"
"37518",12,2,1,5,46,2
"37519",2,2,6,1,36,4
"37520",1,1,4,1,21,4
"37521",1,2,6,1,6,4
"37522",1,1,7,1,26,4
"37523",10,2,6,1,25,4
"37524",2,2,1,1,12,2
"37525",2,2,2,1,36,3
"37526",11,2,3,1,42,2
"37527",1,1,8,1,12,3
"37528",1,2,6,1,48,4
"37529",2,2,5,2,37,2
"37530",9,2,3,1,12,2
"37531",2,2,5,1,55,3
"37532",2,2,6,1,32,4
"37533",11,2,4,1,18,6
"37534",1,1,7,1,39,4
"37535",9,2,1,3,6,2
"37536",1,1,1,2,22,2
"37537",2,2,4,1,51,3
"37538",1,1,1,2,51,2
"37539",1,1,4,1,12,3
"37540",7,2,5,4,25,2
"37541",10,2,1,1,12,4
"37542",1,2,5,1,47,5
"37543",12,1,8,1,17,6
"37544",12,1,2,2,42,3
"37545",11,2,1,2,6,3
"37546",2,2,1,1,51,2
"37547",2,2,4,1,40,3
"37548",12,1,2,1,37,3
"37549",1,1,7,1,51,5
"37550",1,1,7,1,47,4
"37551",1,1,1,1,18,5
"37552",1,1,7,1,48,4
"37553",1,2,4,1,36,4
"37554",2,2,7,1,34,3
"37555",1,1,1,2,26,2
"37556",2,2,2,2,26,4
"37557",2,2,7,1,12,5
"37558",1,2,4,1,24,3
"37559",2,2,7,1,48,5
"37560",11,2,3,1,48,2
"37561",11,1,1,1,12,4
"37562",1,1,5,1,12,3
"37563",2,2,2,1,12,3
"37564",2,2,2,1,29,6
"37565",1,1,1,2,22,3
"37566",2,2,4,6,48,3
"37567",5,2,7,1,12,4
"37568",1,2,3,1,42,2
"37569",11,2,4,1,34,3
"37570",1,2,1,1,55,4
"37571",11,2,4,1,42,6
"37572",3,1,6,1,47,4
"37573",11,1,1,2,12,3
"37574",7,2,4,4,6,3
"37575",9,2,3,1,37,2
"37576",2,2,3,1,34,3
"37577",2,2,1,1,24,3
"37578",1,2,7,1,39,5
"37579",11,2,6,1,21,4
"37580",1,2,7,1,32,3
"37581",2,1,1,1,48,5
"37582",1,1,5,1,27,4
"37583",2,2,6,1,13,3
"37584",2,2,2,1,36,2
"37585",1,2,6,1,39,4
"37586",11,2,5,1,55,3
"37587",9,2,1,1,45,3
"37588",11,1,7,1,24,5
"37589",10,2,1,1,39,2
"37590",2,2,2,1,36,2
"37591",9,2,1,1,48,1
"37592",11,1,7,1,37,3
"37593",11,2,2,2,12,3
"37594",11,2,6,1,36,4
"37595",1,2,8,1,44,6
"37596",11,2,1,3,25,2
"37597",11,2,4,1,39,6
"37598",9,2,2,1,27,2
"37599",1,1,3,1,48,2
"37600",2,2,4,1,12,3
"37601",2,2,1,1,55,3
"37602",1,2,2,2,39,2
"37603",11,2,3,1,38,3
"37604",10,2,1,5,12,1
"37605",1,1,7,1,12,5
"37606",11,2,2,1,17,3
"37607",11,1,6,1,53,4
"37608",2,1,1,1,51,2
"37609",1,1,7,1,48,4
"37610",1,1,1,2,36,2
"37611",1,2,6,1,42,4
"37612",10,2,5,1,10,3
"37613",1,1,4,5,47,3
"37614",10,2,5,1,45,3
"37615",10,2,3,6,39,3
"37616",2,2,3,1,36,2
"37617",1,1,4,1,42,5
"37618",2,1,6,3,48,4
"37619",2,2,1,4,24,3
"37620",1,2,6,1,55,4
"37621",9,2,1,1,42,1
"37622",11,2,4,1,23,3
"37623",12,2,7,1,48,4
"37624",9,2,1,1,42,3
"37625",11,2,3,1,40,2
"37626",11,1,2,1,51,3
"37627",2,2,4,1,34,6
"37628",9,2,4,4,37,3
"37629",2,2,2,1,42,5
"37630",2,2,5,1,36,6
"37631",10,2,5,1,8,3
"37632",2,1,5,1,17,4
"37633",1,1,7,1,22,5
"37634",2,2,4,1,26,3
"37635",1,2,4,1,26,3
"37636",11,2,1,1,45,2
"37637",10,2,1,1,21,1
"37638",9,2,1,1,12,6
"37639",2,2,4,5,9,4
"37640",11,2,2,2,21,6
"37641",1,2,1,2,12,4
"37642",7,2,1,3,21,2
"37643",1,2,1,2,13,2
"37644",9,2,2,1,32,2
"37645",2,2,2,3,6,3
"37646",2,2,1,1,25,2
"37647",1,2,4,1,26,3
"37648",11,2,1,2,17,4
"37649",11,2,5,1,8,3
"37650",9,2,1,1,36,1
"37651",12,1,1,2,1,5
"37652",1,2,1,2,53,6
"37653",1,1,1,2,1,2
"37654",2,2,4,1,25,6
"37655",11,2,1,1,39,1
"37656",10,2,1,1,4,1
"37657",2,2,4,1,31,3
"37658",2,2,7,3,36,2
"37659",9,2,4,1,12,3
"37660",6,1,1,1,27,2
"37661",1,2,2,1,42,3
"37662",2,2,1,3,12,2
"37663",9,2,2,1,26,3
"37664",2,2,6,1,22,3
"37665",2,2,3,1,25,3
"37666",10,2,3,1,19,1
"37667",1,1,1,2,45,5
"37668",12,2,1,1,4,1
"37669",9,2,7,1,36,4
"37670",2,1,1,1,53,4
"37671",10,2,6,1,42,3
"37672",3,2,6,1,49,4
"37673",11,2,6,1,37,3
"37674",11,1,1,2,42,4
"37675",1,2,1,2,36,3
"37676",2,2,2,3,48,4
"37677",2,2,1,1,55,3
"37678",2,2,5,1,42,3
"37679",10,2,3,1,13,3
"37680",5,2,1,1,48,1
"37681",1,2,4,6,37,6
"37682",1,1,7,1,26,4
"37683",10,2,4,1,8,2
"37684",9,2,1,1,4,3
"37685",1,1,6,1,42,4
"37686",1,2,1,2,17,2
"37687",12,1,1,1,39,3
"37688",12,2,3,1,55,3
"37689",11,2,2,2,36,4
"37690",2,2,3,1,36,2
"37691",11,2,5,3,11,3
"37692",1,1,4,1,46,3
"37693",12,1,2,4,36,4
"37694",11,2,7,1,26,4
"37695",1,2,4,1,48,4
"37696",1,1,1,3,25,2
"37697",1,2,4,1,51,3
"37698",1,1,7,1,12,4
"37699",11,2,4,1,12,3
"37700",1,1,1,2,24,3
"37701",9,2,1,1,13,2
"37702",2,2,7,1,36,4
"37703",1,1,2,3,13,3
"37704",1,1,4,1,47,2
"37705",1,1,1,2,21,2
"37706",11,2,4,1,24,6
"37707",1,1,5,3,56,4
"37708",1,1,5,1,12,4
"37709",2,1,1,1,41,2
"37710",11,2,2,1,42,3
"37711",3,2,6,1,19,3
"37712",12,2,4,6,6,4
"37713",11,2,1,1,51,3
"37714",1,2,4,1,46,4
"37715",11,2,1,1,39,2
"37716",12,2,2,1,39,6
"37717",10,2,1,3,48,1
"37718",3,2,2,1,49,1
"37719",1,1,1,1,42,2
"37720",5,2,1,1,36,2
"37721",11,2,2,3,12,1
"37722",9,2,1,1,26,1
"37723",1,1,1,2,6,6
"37724",2,2,2,3,6,4
"37725",2,2,3,1,48,2
"37726",1,1,5,1,41,4
"37727",2,2,4,1,25,2
"37728",10,2,4,1,5,1
"37729",11,2,8,2,36,6
"37730",1,2,1,2,6,1
"37731",2,2,1,1,51,2
"37732",10,2,1,6,36,2
"37733",2,1,6,1,12,4
"37734",11,2,2,1,21,3
"37735",2,1,3,3,36,2
"37736",10,2,6,1,36,4
"37737",11,1,4,4,48,6
"37738",1,2,6,1,12,3
"37739",2,2,4,1,22,5
"37740",4,1,1,3,36,1
"37741",1,2,1,1,12,3
"37742",2,1,6,2,48,4
"37743",9,2,3,1,12,6
"37744",2,2,4,1,46,3
"37745",1,1,6,1,5,4
"37746",11,2,5,1,39,3
"37747",10,2,1,3,48,3
"37748",1,1,1,1,27,3
"37749",11,1,7,1,27,5
"37750",1,2,4,1,20,3
"37751",11,2,6,1,48,4
"37752",2,1,1,1,51,3
"37753",10,2,5,1,36,3
"37754",10,2,1,1,17,2
"37755",9,2,1,1,48,2
"37756",11,2,1,1,4,2
"37757",1,2,5,1,47,3
"37758",1,1,6,4,13,3
"37759",2,2,6,1,34,3
"37760",2,2,2,3,53,2
"37761",9,2,4,1,26,2
"37762",11,2,8,1,12,3
"37763",1,1,1,1,55,2
"37764",1,1,1,1,12,3
"37765",1,2,7,1,19,4
"37766",2,2,6,1,24,4
"37767",10,1,1,2,48,4
"37768",10,2,8,1,48,3
"37769",2,2,7,3,12,4
"37770",9,2,1,6,28,1
"37771",2,1,4,3,17,3
"37772",1,1,7,1,28,4
"37773",2,1,1,3,36,5
"37774",1,2,5,1,55,3
"37775",1,2,6,1,31,3
"37776",1,2,5,1,48,5
"37777",2,2,6,6,45,3
"37778",10,2,8,3,24,3
"37779",11,2,8,1,12,6
"37780",3,2,6,1,1,3
"37781",2,2,6,4,17,2
"37782",2,2,6,1,48,3
"37783",2,2,2,1,39,4
"37784",11,2,4,3,15,6
"37785",11,2,4,1,53,3
"37786",1,1,3,1,8,3
"37787",10,2,4,1,25,3
"37788",3,2,7,1,6,4
"37789",2,2,4,3,48,6
"37790",1,2,1,1,36,1
"37791",2,2,6,4,24,2
"37792",1,1,7,1,4,4
"37793",11,2,1,2,13,2
"37794",9,2,4,1,39,3
"37795",11,2,1,2,29,3
"37796",1,1,5,1,51,4
"37797",1,2,5,1,13,4
"37798",2,2,2,3,55,3
"37799",1,1,7,1,48,5
"37800",2,2,3,1,25,1
"37801",1,1,7,1,42,4
"37802",11,2,1,2,48,2
"37803",11,2,1,2,37,6
"37804",10,2,3,1,48,1
"37805",11,2,6,1,21,3
"37806",11,2,4,1,13,3
"37807",1,1,6,1,48,3
"37808",1,1,4,1,48,5
"37809",1,2,6,1,39,3
"37810",2,2,7,1,22,4
"37811",2,1,3,1,55,4
"37812",6,2,1,2,12,2
"37813",10,1,1,2,37,6
"37814",10,2,6,1,26,3
"37815",1,1,1,1,21,4
"37816",2,2,1,1,1,2
"37817",2,2,6,1,34,3
"37818",2,2,6,3,36,4
"37819",11,1,1,1,1,3
"37820",2,2,7,1,6,5
"37821",2,2,4,3,48,3
"37822",9,2,1,1,12,1
"37823",2,2,6,1,40,4
"37824",10,2,4,1,6,1
"37825",1,1,3,2,48,3
"37826",2,1,1,2,13,3
"37827",2,2,4,3,6,4
"37828",2,2,2,1,29,3
"37829",1,1,6,1,48,3
"37830",11,2,5,1,48,3
"37831",1,1,6,1,20,5
"37832",10,2,6,1,55,4
"37833",1,2,6,1,15,2
"37834",9,2,1,1,4,3
"37835",9,2,3,1,17,3
"37836",2,2,4,1,34,3
"37837",1,2,8,1,29,3
"37838",2,2,1,2,9,3
"37839",2,2,3,3,36,3
"37840",11,2,3,1,12,3
"37841",1,2,1,1,37,2
"37842",2,1,1,1,41,2
"37843",11,2,5,1,51,3
"37844",2,2,6,4,6,4
"37845",8,2,2,4,34,2
"37846",1,2,4,1,29,3
"37847",7,2,1,2,42,1
"37848",1,1,1,2,12,1
"37849",2,2,1,4,48,5
"37850",2,1,4,3,29,6
"37851",12,1,1,2,51,1
"37852",1,1,1,3,9,4
"37853",11,2,1,2,55,2
"37854",11,1,6,1,45,4
"37855",11,2,4,1,6,3
"37856",5,1,2,3,37,3
"37857",1,1,5,6,35,5
"37858",12,1,7,1,6,5
"37859",2,2,1,3,48,3
"37860",1,2,1,2,28,3
"37861",12,2,1,6,6,2
"37862",2,2,7,5,55,4
"37863",1,1,5,1,45,5
"37864",12,2,2,3,17,3
"37865",1,2,1,2,37,1
"37866",1,1,8,1,6,6
"37867",2,2,1,3,4,2
"37868",9,2,2,1,36,1
"37869",11,2,4,3,13,2
"37870",11,1,1,2,51,1
"37871",1,2,4,1,51,6
"37872",10,2,4,1,42,1
"37873",2,2,5,1,46,4
"37874",2,1,4,1,36,2
"37875",1,1,1,2,39,4
"37876",12,2,4,1,12,4
"37877",1,2,6,1,11,4
"37878",1,1,4,1,10,4
"37879",1,1,2,2,45,3
"37880",2,1,6,1,36,3
"37881",1,1,5,1,48,4
"37882",11,1,4,1,36,3
"37883",1,1,7,1,19,5
"37884",11,2,1,3,6,2
"37885",2,2,4,1,12,4
"37886",1,2,4,1,29,3
"37887",7,2,2,4,6,2
"37888",1,1,2,1,12,3
"37889",11,2,4,2,51,6
"37890",5,2,1,1,21,5
"37891",2,2,3,1,12,4
"37892",11,2,1,2,24,3
"37893",2,2,4,3,20,2
"37894",1,1,1,2,24,2
"37895",1,2,2,1,12,2
"37896",11,2,8,1,12,4
"37897",10,2,2,3,19,2
"37898",1,2,3,1,44,2
"37899",6,2,3,2,42,3
"37900",1,1,1,2,45,3
"37901",11,2,5,1,23,4
"37902",2,2,1,1,25,2
"37903",12,2,7,3,48,6
"37904",1,2,1,2,48,1
"37905",2,2,6,1,34,3
"37906",1,2,1,1,26,2
"37907",1,2,6,1,55,3
"37908",8,1,1,3,39,1
"37909",1,2,7,1,12,4
"37910",11,2,7,1,42,4
"37911",7,2,4,1,39,5
"37912",2,2,3,3,48,3
"37913",12,2,1,6,19,2
"37914",1,1,7,1,17,6
"37915",2,2,3,3,25,2
"37916",1,1,1,3,25,1
"37917",11,1,1,1,28,1
"37918",6,2,1,4,51,6
"37919",9,2,2,1,6,3
"37920",2,2,2,6,12,6
"37921",11,2,4,1,32,3
"37922",1,1,5,1,55,4
"37923",9,2,2,1,48,1
"37924",2,2,7,4,1,5
"37925",1,2,1,1,13,4
"37926",1,1,2,2,17,3
"37927",2,1,2,3,34,6
"37928",11,2,4,1,12,6
"37929",1,2,5,1,6,3
"37930",5,2,7,1,34,4
"37931",11,1,4,1,18,2
"37932",2,2,5,1,33,5
"37933",9,2,1,1,53,3
"37934",11,2,4,6,6,6
"37935",1,1,3,2,36,4
"37936",1,1,6,1,12,3
"37937",1,1,3,1,26,3
"37938",1,1,4,3,9,3
"37939",11,2,3,1,17,3
"37940",12,2,2,1,39,3
"37941",11,2,8,1,51,2
"37942",10,2,3,3,51,2
"37943",11,2,5,4,26,3
"37944",1,1,7,1,19,5
"37945",11,2,4,3,48,2
"37946",11,1,1,1,26,1
"37947",1,2,4,1,37,6
"37948",12,2,1,1,18,1
"37949",12,1,2,1,20,3
"37950",1,1,7,3,6,4
"37951",12,1,1,4,51,4
"37952",1,2,2,4,48,3
"37953",2,2,1,3,36,2
"37954",4,2,4,1,34,3
"37955",1,1,1,2,12,3
"37956",2,2,7,3,36,6
"37957",11,2,3,4,6,3
"37958",1,1,6,1,17,3
"37959",2,2,2,1,36,1
"37960",2,2,1,6,6,2
"37961",12,1,7,1,39,4
"37962",1,2,6,3,51,5
"37963",1,1,4,1,47,6
"37964",1,2,4,2,45,3
"37965",1,2,4,1,37,6
"37966",2,2,6,1,36,4
"37967",2,2,4,4,48,3
"37968",12,2,8,3,24,3
"37969",2,2,6,1,17,3
"37970",6,2,2,1,12,2
"37971",9,1,1,1,4,5
"37972",2,2,2,1,39,3
"37973",12,2,6,1,22,1
"37974",1,1,7,1,40,5
"37975",2,2,7,1,48,5
"37976",7,2,3,1,12,2
"37977",2,2,2,1,34,3
"37978",10,2,2,4,21,2
"37979",10,1,7,4,36,2
"37980",5,2,1,1,18,2
"37981",7,2,2,4,39,4
"37982",2,1,1,1,4,3
"37983",1,2,4,2,51,3
"37984",2,2,4,1,27,3
"37985",11,2,6,1,18,4
"37986",9,2,1,1,17,1
"37987",10,2,4,1,42,3
"37988",12,2,2,1,41,3
"37989",2,2,3,1,12,3
"37990",8,1,2,5,34,3
"37991",12,2,4,2,39,3
"37992",2,2,6,1,48,4
"37993",10,2,3,1,36,3
"37994",2,2,1,1,13,1
"37995",11,1,4,1,47,4
"37996",7,2,1,4,53,2
"37997",11,2,3,2,48,2
"37998",2,2,3,6,53,6
"37999",10,2,1,6,36,1
"38000",1,2,1,2,48,2
"38001",11,2,4,1,51,6
"38002",10,2,3,1,6,2
"38003",1,2,6,5,6,3
"38004",2,2,1,3,4,4
"38005",2,2,3,3,49,2
"38006",5,2,2,1,42,2
"38007",10,2,5,1,29,3
"38008",2,2,2,1,6,3
"38009",2,2,8,3,6,5
"38010",11,2,1,1,12,2
"38011",1,1,4,1,21,3
"38012",6,1,1,1,51,3
"38013",11,2,3,1,48,3
"38014",3,2,5,1,27,3
"38015",1,2,2,2,22,6
"38016",2,2,2,3,6,2
"38017",1,2,2,1,55,2
"38018",1,1,1,2,12,3
"38019",12,1,6,1,12,3
"38020",1,2,4,1,37,3
"38021",2,2,2,1,23,3
"38022",1,2,7,1,6,4
"38023",11,1,8,1,45,6
"38024",11,2,4,1,6,2
"38025",1,2,1,2,17,3
"38026",12,2,3,1,4,3
"38027",3,2,5,1,49,4
"38028",3,2,3,1,49,2
"38029",1,2,2,1,42,3
"38030",10,2,1,1,41,3
"38031",1,2,1,2,18,4
"38032",1,1,1,2,42,3
"38033",1,2,4,1,23,3
"38034",2,2,7,1,20,4
"38035",9,2,3,1,25,2
"38036",3,2,6,1,27,4
"38037",2,2,7,1,4,4
"38038",1,1,1,2,22,3
"38039",11,1,1,4,6,4
"38040",2,1,1,1,29,3
"38041",10,2,3,1,5,1
"38042",11,2,1,1,6,4
"38043",2,2,2,1,42,2
"38044",12,1,3,2,28,3
"38045",5,2,6,1,17,3
"38046",11,2,4,2,42,6
"38047",11,2,1,1,21,2
"38048",7,2,1,4,32,2
"38049",1,2,4,1,12,4
"38050",11,2,5,2,37,3
"38051",9,2,4,1,45,6
"38052",1,1,8,2,13,6
"38053",11,2,4,1,39,3
"38054",2,1,8,4,44,2
"38055",11,2,4,1,27,6
"38056",11,2,1,3,36,3
"38057",12,2,1,1,36,2
"38058",2,2,3,1,27,6
"38059",1,1,1,1,12,3
"38060",1,2,3,1,18,3
"38061",2,1,7,1,48,4
"38062",9,2,1,1,35,1
"38063",1,1,5,6,51,3
"38064",11,2,4,1,4,3
"38065",10,2,3,1,17,1
"38066",1,1,2,2,13,3
"38067",2,2,6,1,47,4
"38068",12,2,1,2,42,3
"38069",11,1,4,1,21,6
"38070",10,2,4,1,26,3
"38071",5,2,4,1,17,4
"38072",1,1,7,1,35,4
"38073",2,2,1,1,17,1
"38074",1,1,6,3,45,3
"38075",11,2,2,1,39,4
"38076",1,2,1,2,24,2
"38077",2,2,2,1,25,3
"38078",11,2,3,1,18,1
"38079",1,2,1,2,47,1
"38080",2,2,1,3,6,2
"38081",11,2,4,1,12,6
"38082",9,2,1,1,29,2
"38083",1,2,5,1,20,3
"38084",11,2,1,1,39,1
"38085",1,2,4,1,47,4
"38086",11,2,2,1,12,2
"38087",11,2,3,3,4,3
"38088",7,2,5,4,4,4
"38089",1,1,4,1,47,4
"38090",11,2,6,1,39,4
"38091",11,1,4,1,16,4
"38092",1,1,6,4,46,4
"38093",11,2,3,1,39,2
"38094",2,2,1,1,23,1
"38095",12,2,3,1,53,3
"38096",1,1,4,1,1,3
"38097",2,1,1,1,4,3
"38098",11,2,3,1,12,2
"38099",12,1,1,2,12,1
"38100",11,2,8,2,36,6
"38101",2,2,1,2,6,1
"38102",10,2,4,1,31,3
"38103",1,2,1,2,26,4
"38104",11,2,1,2,37,3
"38105",2,1,1,3,36,4
"38106",10,2,2,1,6,1
"38107",11,2,2,1,39,6
"38108",10,2,4,1,17,1
"38109",1,2,5,1,12,4
"38110",1,1,1,1,51,3
"38111",1,1,7,1,1,4
"38112",1,1,5,1,40,3
"38113",11,2,2,1,39,3
"38114",1,1,7,1,53,4
"38115",11,2,3,2,48,2
"38116",2,2,2,3,49,3
"38117",2,2,1,1,6,2
"38118",2,2,2,3,6,3
"38119",1,2,3,1,48,3
"38120",1,1,1,3,12,3
"38121",11,2,8,1,29,6
"38122",10,2,4,1,25,3
"38123",2,2,2,1,17,2
"38124",11,2,3,2,36,3
"38125",1,1,4,3,12,3
"38126",1,2,6,1,27,4
"38127",1,1,1,2,25,1
"38128",6,2,1,2,24,3
"38129",11,2,2,2,37,2
"38130",1,1,6,1,53,3
"38131",2,2,7,3,6,4
"38132",1,1,6,1,12,3
"38133",2,2,8,1,36,2
"38134",6,2,1,4,12,2
"38135",2,1,1,1,6,3
"38136",1,1,5,1,29,5
"38137",5,2,1,1,12,1
"38138",11,2,6,1,6,4
"38139",1,1,6,1,45,5
"38140",2,2,2,7,39,2
"38141",10,2,2,6,51,2
"38142",11,1,7,1,8,6
"38143",11,2,1,1,36,2
"38144",1,1,7,1,31,4
"38145",9,2,1,1,21,2
"38146",1,1,5,1,37,5
"38147",1,1,8,1,55,3
"38148",1,1,2,1,37,3
"38149",11,2,6,1,26,6
"38150",11,2,5,1,48,3
"38151",1,1,6,1,48,4
"38152",1,1,1,2,13,3
"38153",11,2,4,1,22,3
"38154",2,2,4,1,17,3
"38155",1,1,7,1,45,5
"38156",1,1,7,1,48,4
"38157",1,1,1,2,42,3
"38158",1,1,8,1,29,6
"38159",11,1,1,2,37,6
"38160",2,2,2,1,34,3
"38161",2,1,7,1,29,4
"38162",1,1,6,1,21,4
"38163",11,2,7,1,6,3
"38164",1,1,3,2,39,3
"38165",2,2,1,1,48,2
"38166",1,1,5,1,5,3
"38167",1,2,1,2,37,2
"38168",11,2,2,1,27,3
"38169",10,2,3,1,26,1
"38170",12,2,4,1,49,6
"38171",2,2,1,3,42,4
"38172",2,2,7,1,12,4
"38173",2,2,2,1,6,2
"38174",9,2,4,1,36,1
"38175",7,2,1,4,6,2
"38176",11,2,4,2,6,3
"38177",11,2,1,1,36,1
"38178",9,2,6,1,1,3
"38179",11,2,8,1,26,6
"38180",9,2,2,1,6,3
"38181",2,2,1,1,20,2
"38182",11,2,1,1,40,3
"38183",2,2,1,2,13,3
"38184",1,2,2,2,6,4
"38185",10,2,1,1,6,2
"38186",11,2,4,2,27,3
"38187",1,2,3,1,31,3
"38188",1,2,1,2,21,1
"38189",11,2,2,1,9,4
"38190",1,1,7,1,6,4
"38191",1,2,4,1,29,3
"38192",11,2,6,1,12,3
"38193",5,2,6,2,48,2
"38194",11,2,2,2,45,3
"38195",1,2,2,1,6,3
"38196",11,2,2,1,17,3
"38197",11,2,2,2,39,3
"38198",11,2,3,1,37,3
"38199",10,2,7,1,19,4
"38200",6,2,1,2,24,3
"38201",11,2,1,1,40,1
"38202",2,2,3,1,42,3
"38203",10,2,2,2,48,2
"38204",2,2,1,1,54,2
"38205",1,2,7,1,55,5
"38206",11,2,2,4,6,3
"38207",12,2,2,2,12,2
"38208",12,1,6,1,12,5
"38209",1,2,1,2,21,2
"38210",2,2,5,1,34,3
"38211",1,2,2,4,26,2
"38212",9,2,1,1,21,1
"38213",1,2,1,1,38,1
"38214",11,2,4,1,54,3
"38215",11,2,2,4,17,3
"38216",2,2,8,1,34,6
"38217",11,2,4,1,37,6
"38218",1,1,5,1,54,3
"38219",12,2,1,1,21,6
"38220",12,2,1,2,13,3
"38221",11,2,6,1,39,3
"38222",10,2,8,1,16,3
"38223",2,2,3,1,48,3
"38224",12,1,7,6,6,5
"38225",2,1,1,4,6,3
"38226",11,2,1,2,11,4
"38227",11,1,6,1,55,3
"38228",9,2,1,1,47,1
"38229",9,2,4,1,47,2
"38230",2,2,7,1,24,5
"38231",1,1,6,1,23,4
"38232",1,1,2,1,53,2
"38233",1,1,7,1,48,4
"38234",2,1,1,1,48,1
"38235",1,2,2,2,36,3
"38236",1,1,4,1,42,3
"38237",2,2,7,1,48,5
"38238",12,2,8,1,26,2
"38239",1,2,7,1,13,4
"38240",1,1,7,1,1,5
"38241",11,2,2,1,49,2
"38242",12,2,6,3,17,4
"38243",10,2,1,1,19,1
"38244",1,1,6,2,18,3
"38245",2,2,1,3,32,1
"38246",1,1,7,1,12,1
"38247",9,2,1,1,22,1
"38248",1,1,4,2,25,2
"38249",1,2,7,1,42,4
"38250",11,2,8,2,48,6
"38251",2,2,5,1,36,5
"38252",1,1,1,2,13,3
"38253",11,2,2,2,26,3
"38254",2,2,7,1,36,4
"38255",11,2,8,1,45,3
"38256",11,1,1,2,4,5
"38257",12,1,1,2,17,2
"38258",1,1,2,1,36,4
"38259",11,2,1,1,36,1
"38260",11,2,4,1,5,4
"38261",1,2,7,1,6,4
"38262",1,2,2,1,25,3
"38263",1,2,1,1,13,2
"38264",1,1,6,1,55,3
"38265",1,1,2,2,12,3
"38266",5,2,7,1,25,4
"38267",1,1,6,7,48,3
"38268",2,2,2,3,4,3
"38269",11,2,1,2,36,1
"38270",10,2,3,3,36,2
"38271",2,2,7,1,34,4
"38272",9,2,1,1,12,1
"38273",2,1,6,1,27,3
"38274",1,2,5,1,19,3
"38275",11,2,6,4,48,3
"38276",1,1,7,1,37,5
"38277",11,2,4,1,35,4
"38278",11,1,1,1,21,1
"38279",5,2,7,1,42,4
"38280",12,2,4,1,32,3
"38281",3,2,2,1,6,3
"38282",1,1,7,1,20,4
"38283",1,1,6,1,6,4
"38284",1,1,7,1,42,4
"38285",1,1,6,3,37,4
"38286",1,1,4,6,36,3
"38287",2,2,1,1,55,6
"38288",11,2,4,1,6,3
"38289",2,2,6,1,10,5
"38290",2,2,1,4,6,1
"38291",2,2,3,1,51,3
"38292",1,1,1,2,13,2
"38293",12,2,7,1,1,5
"38294",2,2,4,1,6,3
"38295",1,2,3,1,8,2
"38296",11,2,7,6,36,5
"38297",12,2,4,1,9,3
"38298",11,2,1,1,41,1
"38299",10,2,1,1,23,2
"38300",10,2,8,3,11,3
"38301",11,2,2,1,53,2
"38302",1,2,3,1,39,3
"38303",2,2,6,1,48,4
"38304",1,1,7,1,17,4
"38305",1,1,1,6,5,2
"38306",1,1,6,1,24,4
"38307",1,1,1,2,27,4
"38308",11,2,6,1,48,4
"38309",2,2,6,1,36,3
"38310",1,2,7,1,48,5
"38311",1,2,4,1,53,3
"38312",11,2,4,3,26,1
"38313",11,1,5,1,40,1
"38314",11,2,1,2,37,4
"38315",1,1,7,1,48,3
"38316",1,2,6,1,17,3
"38317",11,2,1,3,6,3
"38318",1,1,7,1,37,4
"38319",1,1,6,1,39,3
"38320",11,2,3,1,36,3
"38321",1,2,7,1,6,3
"38322",1,1,7,1,48,5
"38323",1,1,5,1,24,3
"38324",2,2,5,1,9,3
"38325",6,2,3,4,13,3
"38326",1,2,5,1,6,3
"38327",1,1,6,1,27,4
"38328",1,2,1,2,22,4
"38329",2,2,6,1,32,4
"38330",10,2,2,1,20,2
"38331",1,1,2,2,17,5
"38332",1,2,1,2,36,3
"38333",1,2,3,1,29,3
"38334",11,2,1,6,17,2
"38335",1,2,7,1,23,5
"38336",2,2,2,2,36,2
"38337",1,2,1,1,1,1
"38338",2,2,2,1,12,2
"38339",1,1,7,1,23,4
"38340",11,2,5,1,6,4
"38341",11,2,4,1,29,2
"38342",2,2,5,1,37,3
"38343",11,2,4,1,12,6
"38344",1,2,2,1,41,2
"38345",1,2,1,2,26,3
"38346",1,1,5,5,48,3
"38347",11,2,3,4,6,2
"38348",10,2,1,1,42,2
"38349",2,2,1,3,36,2
"38350",1,2,3,1,25,4
"38351",1,1,6,1,1,4
"38352",1,2,3,1,37,2
"38353",2,2,1,3,12,3
"38354",1,2,5,1,34,3
"38355",1,1,3,1,48,3
"38356",1,1,1,2,28,5
"38357",2,2,1,1,25,2
"38358",10,2,1,1,53,1
"38359",2,1,2,1,17,3
"38360",11,2,4,1,41,4
"38361",2,2,2,3,6,3
"38362",2,2,6,1,9,4
"38363",1,1,2,1,42,3
"38364",11,2,4,1,6,3
"38365",1,1,6,1,28,4
"38366",10,2,3,1,55,2
"38367",11,2,6,1,48,3
"38368",1,1,1,1,1,2
"38369",11,2,2,2,48,4
"38370",11,2,7,1,26,5
"38371",11,2,3,1,44,2
"38372",1,2,1,1,42,1
"38373",2,2,4,1,16,2
"38374",12,2,1,6,25,3
"38375",1,1,6,1,47,4
"38376",10,2,1,1,36,1
"38377",3,2,5,1,46,5
"38378",2,1,5,1,39,5
"38379",2,2,5,1,36,4
"38380",1,2,1,5,42,3
"38381",12,2,2,1,4,2
"38382",1,2,4,7,39,5
"38383",5,2,5,1,6,2
"38384",1,1,5,1,13,3
"38385",9,2,4,1,39,3
"38386",1,1,2,2,37,6
"38387",12,2,2,1,6,3
"38388",11,2,1,1,6,2
"38389",2,2,5,1,34,4
"38390",10,2,3,3,48,2
