"","religpew","pew_bornagain","pid7","race","inputstate","ideo5"
"21004",2,2,7,1,10,4
"21005",11,1,4,1,41,6
"21006",1,1,4,3,27,6
"21007",2,2,2,1,34,3
"21008",1,2,7,1,29,4
"21009",12,2,1,6,12,1
"21010",2,2,5,1,23,4
"21011",2,2,7,1,36,2
"21012",10,2,1,1,6,3
"21013",9,2,1,1,26,1
"21014",12,2,4,1,27,6
"21015",1,1,5,1,4,4
"21016",1,1,5,1,48,5
"21017",1,1,4,1,12,3
"21018",9,2,4,1,42,3
"21019",2,2,1,1,48,2
"21020",6,1,1,2,36,4
"21021",1,2,3,1,26,2
"21022",1,1,1,2,22,5
"21023",1,1,1,2,6,3
"21024",8,2,3,4,34,3
"21025",1,1,6,1,42,5
"21026",1,2,7,1,42,4
"21027",1,2,2,1,18,1
"21028",1,1,1,1,34,4
"21029",10,2,1,1,21,3
"21030",11,2,1,2,36,3
"21031",11,2,4,1,34,3
"21032",1,2,2,1,19,3
"21033",1,1,5,1,48,4
"21034",5,2,7,1,12,4
"21035",10,2,1,1,13,3
"21036",2,2,5,1,13,3
"21037",1,1,6,1,20,4
"21038",2,2,5,1,56,4
"21039",1,1,6,1,37,4
"21040",11,2,4,1,25,1
"21041",1,2,7,1,1,3
"21042",12,1,2,1,27,3
"21043",11,2,4,1,41,5
"21044",1,2,2,2,53,3
"21045",9,2,2,1,29,6
"21046",1,2,7,1,55,4
"21047",10,2,7,1,12,4
"21048",2,2,1,1,12,1
"21049",12,2,4,2,6,4
"21050",1,1,6,1,12,4
"21051",1,1,7,1,47,4
"21052",11,2,4,1,32,1
"21053",1,2,1,1,21,2
"21054",1,2,2,1,42,3
"21055",10,2,1,1,29,2
"21056",1,1,1,2,42,3
"21057",1,2,2,1,34,3
"21058",2,2,5,1,36,3
"21059",9,2,5,1,36,3
"21060",1,1,4,1,39,4
"21061",2,2,1,1,55,1
"21062",9,2,1,1,53,1
"21063",11,2,4,1,53,3
"21064",11,2,4,2,13,3
"21065",1,2,1,2,18,3
"21066",10,2,1,1,12,1
"21067",1,2,2,1,12,2
"21068",12,1,7,1,36,4
"21069",1,2,2,1,47,3
"21070",11,2,4,1,42,3
"21071",3,2,7,1,16,5
"21072",9,2,1,1,42,1
"21073",1,1,7,1,21,4
"21074",10,2,3,6,17,2
"21075",11,2,3,1,36,2
"21076",1,1,7,1,55,5
"21077",1,2,7,1,36,4
"21078",1,2,4,1,48,3
"21079",9,2,4,7,45,2
"21080",11,2,4,1,39,3
"21081",11,2,2,1,45,2
"21082",1,1,1,1,37,1
"21083",12,2,3,1,34,3
"21084",11,2,1,1,35,1
"21085",1,1,7,1,48,5
"21086",2,2,3,1,51,2
"21087",2,2,1,1,25,2
"21088",1,2,1,2,13,2
"21089",9,2,1,1,19,2
"21090",9,2,3,1,19,3
"21091",3,2,7,1,49,5
"21092",2,2,6,1,36,4
"21093",2,2,4,1,29,3
"21094",1,1,7,1,26,4
"21095",12,2,4,1,5,3
"21096",11,2,1,1,4,1
"21097",9,2,1,1,41,1
"21098",11,2,4,2,21,3
"21099",2,2,2,2,12,3
"21100",5,2,3,1,12,3
"21101",1,2,7,2,22,4
"21102",6,2,4,4,48,3
"21103",2,2,1,1,40,3
"21104",1,1,5,1,24,4
"21105",1,1,3,2,39,3
"21106",1,1,7,1,51,4
"21107",2,2,1,1,48,2
"21108",1,1,5,1,13,4
"21109",1,1,4,1,48,4
"21110",11,2,1,3,12,3
"21111",11,2,3,1,53,2
"21112",5,2,2,1,21,1
"21113",1,2,4,4,12,4
"21114",2,2,1,2,13,3
"21115",1,1,7,1,35,4
"21116",9,2,1,1,8,1
"21117",1,1,7,1,42,4
"21118",1,2,6,1,46,3
"21119",2,2,3,1,6,3
"21120",2,1,1,1,26,6
"21121",10,2,1,1,27,1
"21122",11,2,2,1,12,3
"21123",2,2,1,1,18,2
"21124",2,2,7,1,17,4
"21125",10,2,7,1,47,5
"21126",1,1,7,1,26,5
"21127",1,1,1,2,26,2
"21128",1,1,2,1,53,3
"21129",11,1,4,3,48,6
"21130",1,2,2,1,39,2
"21131",1,1,7,1,13,4
"21132",11,2,1,1,42,2
"21133",1,1,7,1,39,5
"21134",12,2,1,1,42,1
"21135",2,2,3,1,17,3
"21136",2,2,6,1,33,5
"21137",2,2,4,1,6,3
"21138",12,1,1,2,26,3
"21139",10,2,4,1,34,3
"21140",6,2,1,8,36,5
"21141",10,2,1,1,9,1
"21142",11,1,4,1,8,4
"21143",2,2,4,1,42,4
"21144",11,1,1,1,28,1
"21145",10,2,3,1,6,2
"21146",1,2,1,2,1,2
"21147",1,2,4,1,48,3
"21148",1,2,1,1,34,1
"21149",9,2,1,1,33,1
"21150",11,2,4,1,17,2
"21151",2,2,2,7,13,6
"21152",12,2,4,1,39,6
"21153",1,2,2,3,8,3
"21154",12,1,1,1,42,3
"21155",1,2,2,2,13,4
"21156",2,2,4,1,17,3
"21157",1,1,2,2,9,2
"21158",1,2,1,1,29,2
"21159",1,2,6,1,37,5
"21160",1,2,4,1,13,4
"21161",4,2,6,1,4,4
"21162",9,2,1,1,6,2
"21163",9,2,3,1,6,2
"21164",1,1,7,1,54,4
"21165",10,2,2,1,6,3
"21166",1,2,6,1,39,4
"21167",1,1,7,1,48,5
"21168",1,1,4,1,45,3
"21169",12,2,2,1,40,3
"21170",1,2,1,1,4,2
"21171",11,2,8,1,37,6
"21172",1,2,1,1,53,2
"21173",2,2,3,1,18,3
"21174",1,2,6,1,12,4
"21175",11,2,4,1,40,1
"21176",98,8,5,1,22,4
"21177",1,1,5,7,6,5
"21178",9,2,2,2,51,3
"21179",10,2,1,1,12,2
"21180",10,2,1,1,53,6
"21181",9,2,3,1,4,3
"21182",6,2,1,2,36,3
"21183",1,1,8,1,8,6
"21184",1,1,7,1,8,5
"21185",1,1,7,1,18,4
"21186",11,2,2,1,39,3
"21187",1,1,7,1,41,4
"21188",1,1,7,1,6,3
"21189",2,2,4,1,4,3
"21190",10,2,1,1,31,1
"21191",2,2,1,1,36,3
"21192",1,2,7,1,4,4
"21193",1,2,7,1,21,3
"21194",2,2,1,1,33,2
"21195",1,1,5,2,45,5
"21196",1,2,2,2,24,3
"21197",1,2,1,2,48,3
"21198",9,2,1,2,8,2
"21199",2,2,3,1,17,3
"21200",12,1,4,1,48,4
"21201",1,1,4,1,6,4
"21202",2,2,7,1,27,5
"21203",11,1,5,1,18,4
"21204",1,2,1,1,39,3
"21205",1,2,2,1,12,3
"21206",12,2,1,1,47,1
"21207",1,2,3,1,48,3
"21208",5,2,2,1,17,3
"21209",1,1,7,1,48,5
"21210",11,1,4,5,41,4
"21211",10,2,1,1,6,3
"21212",11,2,6,1,53,3
"21213",1,1,6,1,28,3
"21214",1,1,6,1,6,5
"21215",5,2,1,1,36,3
"21216",1,1,7,1,45,5
"21217",2,2,7,1,42,5
"21218",1,1,7,1,37,5
"21219",2,2,6,1,25,3
"21220",9,2,3,1,4,2
"21221",9,2,1,1,47,2
"21222",1,2,7,1,39,4
"21223",1,1,6,5,53,4
"21224",1,1,5,1,53,4
"21225",10,2,4,1,41,3
"21226",3,2,8,1,36,3
"21227",11,2,1,1,26,4
"21228",1,1,2,1,17,3
"21229",11,2,6,1,51,2
"21230",10,2,1,1,39,1
"21231",1,1,7,1,48,5
"21232",1,1,5,1,24,4
"21233",1,2,1,6,6,2
"21234",2,2,3,1,2,3
"21235",10,2,1,1,36,1
"21236",1,1,7,1,55,5
"21237",1,2,2,1,6,5
"21238",2,2,4,1,12,3
"21239",10,2,3,1,25,1
"21240",1,2,3,2,51,3
"21241",1,1,6,2,48,3
"21242",5,2,1,1,36,1
"21243",11,2,3,1,22,2
"21244",2,2,6,1,53,4
"21245",3,2,5,1,18,5
"21246",1,1,4,1,27,3
"21247",1,2,2,1,6,3
"21248",1,2,1,2,39,2
"21249",12,1,1,2,48,2
"21250",2,2,2,1,18,4
"21251",1,1,2,1,39,3
"21252",11,2,2,1,36,3
"21253",1,2,5,1,34,4
"21254",2,2,3,1,17,3
"21255",11,2,6,1,34,6
"21256",11,2,6,1,42,4
"21257",11,2,4,1,42,6
"21258",1,2,6,1,45,4
"21259",12,1,1,2,24,3
"21260",1,2,1,2,37,3
"21261",10,2,1,1,42,1
"21262",11,2,4,3,20,3
"21263",1,1,1,2,12,5
"21264",2,2,6,6,12,3
"21265",11,2,2,1,12,2
"21266",1,2,5,1,6,3
"21267",11,2,1,2,45,2
"21268",5,2,1,1,25,2
"21269",1,1,5,1,42,4
"21270",1,2,7,1,42,4
"21271",1,2,6,1,39,4
"21272",1,1,7,1,45,4
"21273",1,1,1,6,40,2
"21274",1,2,1,1,40,2
"21275",2,2,2,3,12,3
"21276",11,2,3,3,12,2
"21277",9,2,4,1,37,3
"21278",12,2,1,1,6,3
"21279",2,2,5,1,53,3
"21280",2,2,7,1,17,4
"21281",1,1,7,1,27,5
"21282",1,2,1,7,12,2
"21283",2,2,3,1,33,3
"21284",1,2,3,1,53,1
"21285",1,1,1,1,25,4
"21286",10,2,7,1,30,4
"21287",1,1,5,1,13,4
"21288",2,2,2,1,34,3
"21289",10,2,1,1,19,1
"21290",12,2,1,1,17,2
"21291",1,2,5,1,4,3
"21292",2,1,4,1,33,3
"21293",11,2,6,1,6,4
"21294",1,1,5,1,5,4
"21295",1,2,6,1,12,4
"21296",1,1,2,3,12,3
"21297",2,1,5,1,37,5
"21298",11,2,2,1,12,3
"21299",11,2,2,1,12,2
"21300",1,1,7,1,27,5
"21301",2,2,6,1,51,4
"21302",9,2,1,1,10,6
"21303",11,1,3,1,6,6
"21304",1,1,5,1,18,4
"21305",1,2,7,1,6,5
"21306",1,2,7,1,36,5
"21307",10,2,3,1,4,2
"21308",9,2,3,1,26,1
"21309",1,1,1,2,6,4
"21310",11,1,4,1,12,3
"21311",1,2,1,1,39,2
"21312",1,2,2,2,36,3
"21313",1,2,6,1,20,4
"21314",2,2,5,1,35,4
"21315",11,2,3,1,12,1
"21316",1,2,6,1,8,5
"21317",12,2,8,1,44,3
"21318",2,2,4,1,5,3
"21319",10,1,7,1,6,2
"21320",1,1,1,2,1,5
"21321",11,2,1,1,29,1
"21322",2,1,1,3,25,2
"21323",12,1,7,1,51,5
"21324",1,1,7,1,6,4
"21325",1,1,2,1,47,4
"21326",1,1,8,4,6,3
"21327",1,2,7,1,13,4
"21328",10,2,4,1,34,4
"21329",12,2,4,1,36,4
"21330",1,1,1,1,25,1
"21331",1,1,7,1,48,5
"21332",1,2,1,2,6,1
"21333",9,2,4,1,6,3
"21334",1,2,4,1,34,1
"21335",1,2,4,1,42,3
"21336",11,2,6,4,12,4
"21337",9,2,5,1,29,3
"21338",2,2,6,1,39,4
"21339",1,1,7,1,22,4
"21340",11,2,2,2,36,2
"21341",2,2,1,3,4,3
"21342",1,1,7,1,6,5
"21343",2,2,5,1,53,3
"21344",2,2,1,4,29,1
"21345",11,2,4,1,18,2
"21346",1,2,1,2,12,3
"21347",1,2,1,6,18,2
"21348",6,2,1,8,48,2
"21349",11,1,2,2,29,4
"21350",1,1,6,2,39,4
"21351",2,2,6,1,2,4
"21352",2,2,1,1,18,2
"21353",1,1,7,1,37,5
"21354",11,2,6,3,8,6
"21355",2,2,7,1,17,4
"21356",2,2,2,1,42,3
"21357",1,1,7,1,12,4
"21358",11,2,3,1,42,2
"21359",10,2,3,1,36,1
"21360",1,1,3,1,29,4
"21361",2,2,6,1,42,4
"21362",2,2,6,1,36,3
"21363",11,2,5,1,41,3
"21364",11,2,6,1,6,3
"21365",1,2,2,1,42,1
"21366",1,1,7,1,51,5
"21367",2,1,4,3,48,6
"21368",1,1,5,1,47,4
"21369",11,2,1,1,17,2
"21370",2,1,7,1,42,3
"21371",2,1,6,1,37,5
"21372",10,2,4,1,13,5
"21373",2,1,3,1,26,4
"21374",11,2,5,1,42,3
"21375",2,2,7,1,42,4
"21376",1,2,6,2,37,4
"21377",2,2,2,3,42,6
"21378",10,2,4,1,36,4
"21379",7,2,2,1,26,3
"21380",2,2,6,1,47,4
"21381",1,1,4,1,27,5
"21382",11,2,1,1,6,2
"21383",1,2,6,1,17,3
"21384",1,2,7,1,55,5
"21385",9,2,4,1,12,3
"21386",1,1,1,1,42,3
"21387",11,1,7,1,27,5
"21388",11,2,6,1,39,4
"21389",9,2,1,1,32,1
"21390",2,2,5,1,36,4
"21391",2,1,1,1,39,4
"21392",2,2,4,3,51,3
"21393",10,2,4,1,26,3
"21394",1,2,4,1,37,4
"21395",2,2,3,3,26,3
"21396",9,2,2,1,6,2
"21397",11,2,4,1,48,3
"21398",2,1,2,1,26,3
"21399",1,2,5,1,6,4
"21400",12,2,1,6,38,6
"21401",2,2,7,1,42,4
"21402",9,2,3,1,6,2
"21403",1,2,1,1,6,1
"21404",2,2,6,1,42,4
"21405",2,2,2,1,23,2
"21406",10,2,1,1,27,1
"21407",1,2,1,1,24,2
"21408",1,1,7,1,12,5
"21409",11,2,4,1,19,3
"21410",1,1,2,1,33,2
"21411",12,2,4,1,26,3
"21412",11,2,1,1,53,2
"21413",1,1,7,1,6,4
"21414",10,2,1,1,53,1
"21415",1,2,3,1,53,2
"21416",5,2,1,1,39,2
"21417",1,1,7,1,39,3
"21418",1,1,1,2,1,3
"21419",2,2,7,7,17,4
"21420",2,2,6,1,41,4
"21421",12,2,1,1,34,1
"21422",1,1,2,1,39,4
"21423",2,2,7,1,9,4
"21424",1,2,1,3,51,2
"21425",2,2,1,1,17,3
"21426",1,1,6,1,17,4
"21427",2,2,5,1,24,4
"21428",2,2,1,1,42,3
"21429",11,2,4,1,25,2
"21430",2,2,1,1,34,2
"21431",1,1,7,1,4,4
"21432",11,2,1,1,36,1
"21433",1,2,1,1,4,2
"21434",2,2,2,3,4,3
"21435",3,2,6,1,41,4
"21436",9,2,1,1,27,2
"21437",1,1,7,1,21,4
"21438",2,1,7,1,25,5
"21439",2,2,5,1,55,5
"21440",2,2,1,1,39,3
"21441",2,2,2,1,21,3
"21442",1,1,5,1,51,4
"21443",12,1,7,1,39,3
"21444",12,2,1,1,22,2
"21445",1,1,4,1,27,6
"21446",11,2,4,1,12,5
"21447",1,1,1,2,18,3
"21448",1,1,7,1,40,4
"21449",2,2,1,1,9,3
"21450",10,2,4,1,12,3
"21451",1,1,6,1,18,4
"21452",2,2,1,1,25,3
"21453",11,2,1,1,39,1
"21454",1,1,7,3,35,4
"21455",4,1,4,1,39,6
"21456",10,2,1,1,41,2
"21457",1,1,5,1,4,4
"21458",10,2,2,1,39,3
"21459",1,2,4,7,28,4
"21460",2,2,7,1,12,2
"21461",1,1,1,2,6,2
"21462",2,2,4,1,55,3
"21463",2,2,7,1,12,5
"21464",1,2,1,1,31,1
"21465",1,1,5,1,25,4
"21466",11,2,1,1,4,3
"21467",1,2,1,2,42,2
"21468",11,2,6,1,12,4
"21469",1,1,5,1,1,4
"21470",9,2,1,1,53,1
"21471",10,2,1,1,53,2
"21472",6,2,2,1,12,5
"21473",1,2,1,2,28,2
"21474",5,2,1,1,49,1
"21475",11,1,1,2,48,2
"21476",1,1,6,1,38,4
"21477",2,2,1,1,42,1
"21478",2,2,3,1,12,2
"21479",1,2,4,1,16,4
"21480",1,1,7,1,42,5
"21481",1,1,6,1,37,5
"21482",1,1,7,1,47,5
"21483",12,2,1,1,55,1
"21484",3,2,2,1,55,2
"21485",11,2,1,1,21,3
"21486",11,2,4,1,34,3
"21487",11,2,2,6,42,2
"21488",1,2,6,1,42,4
"21489",11,2,1,1,55,2
"21490",2,2,7,1,18,5
"21491",11,2,3,2,29,3
"21492",11,2,1,1,35,2
"21493",2,2,2,1,39,2
"21494",1,2,4,1,46,3
"21495",11,2,1,1,48,1
"21496",1,1,7,1,37,5
"21497",9,2,5,1,46,6
"21498",1,2,5,1,48,4
"21499",1,2,7,1,48,4
"21500",2,2,4,1,25,2
"21501",9,2,1,1,26,2
"21502",10,2,3,1,29,1
"21503",11,2,2,1,42,3
"21504",2,2,6,1,36,3
"21505",2,2,5,1,48,5
"21506",1,1,4,1,37,3
"21507",2,2,8,6,36,6
"21508",1,1,2,1,39,3
"21509",1,1,7,1,41,3
"21510",1,1,3,1,13,3
"21511",1,1,6,1,39,4
"21512",1,1,7,1,48,4
"21513",10,2,3,2,17,1
"21514",11,2,6,1,8,3
"21515",1,2,4,1,48,3
"21516",1,2,2,1,53,4
"21517",1,2,1,1,51,1
"21518",11,2,6,1,42,6
"21519",9,2,1,1,36,1
"21520",10,2,1,1,23,2
"21521",1,2,1,1,26,1
"21522",11,2,5,1,39,3
"21523",11,2,1,1,21,2
"21524",1,2,1,1,40,1
"21525",2,2,6,1,36,3
"21526",12,2,1,1,53,1
"21527",11,2,6,1,21,3
"21528",1,1,4,1,39,5
"21529",1,1,7,1,53,5
"21530",3,2,3,1,51,2
"21531",11,2,2,2,42,1
"21532",2,2,2,2,8,2
"21533",11,2,1,2,36,3
"21534",1,1,4,7,12,6
"21535",11,2,3,1,49,1
"21536",11,2,5,1,42,4
"21537",1,1,5,1,20,4
"21538",1,1,6,1,17,4
"21539",1,1,6,1,24,3
"21540",1,2,5,1,27,4
"21541",3,2,7,1,31,4
"21542",1,1,5,1,53,4
"21543",2,1,6,1,39,4
"21544",4,1,4,1,37,3
"21545",1,2,2,1,55,4
"21546",1,2,5,1,31,4
"21547",9,2,4,1,12,4
"21548",9,2,3,1,48,1
"21549",1,2,2,2,21,3
"21550",1,1,7,1,28,5
"21551",1,2,7,1,9,5
"21552",10,2,4,1,48,5
"21553",1,2,2,2,17,2
"21554",1,1,3,1,18,3
"21555",2,2,5,1,33,4
"21556",11,2,3,1,12,3
"21557",1,2,1,1,48,3
"21558",12,1,7,1,37,5
"21559",1,1,7,1,48,5
"21560",2,2,4,1,25,3
"21561",10,2,1,3,34,1
"21562",1,2,2,2,39,2
"21563",1,1,7,1,29,5
"21564",11,2,1,2,24,1
"21565",11,2,1,2,34,4
"21566",3,2,7,1,49,3
"21567",10,2,2,1,32,2
"21568",8,2,7,4,34,1
"21569",11,2,3,1,53,2
"21570",11,2,7,1,6,4
"21571",10,2,7,1,48,5
"21572",9,2,1,1,37,2
"21573",11,2,1,1,16,2
"21574",10,2,4,7,33,3
"21575",10,2,4,1,16,4
"21576",1,1,6,1,8,3
"21577",10,2,6,6,53,3
"21578",10,2,3,1,49,3
"21579",11,2,3,1,6,3
"21580",10,2,1,1,27,1
"21581",1,2,1,2,18,3
"21582",12,2,4,4,27,1
"21583",2,2,4,1,42,3
"21584",11,2,4,1,55,6
"21585",1,1,2,1,12,3
"21586",1,1,7,1,12,4
"21587",2,2,6,1,55,4
"21588",11,2,1,2,24,3
"21589",12,1,1,1,27,1
"21590",1,1,2,2,22,4
"21591",11,2,1,1,39,5
"21592",1,2,2,1,46,3
"21593",11,2,3,2,12,2
"21594",6,2,1,4,6,2
"21595",3,2,5,1,49,3
"21596",5,2,7,1,9,5
"21597",2,2,7,2,12,4
"21598",1,1,3,1,17,3
"21599",1,2,6,1,48,4
"21600",11,2,1,1,55,2
"21601",11,2,5,1,27,5
"21602",11,2,4,1,19,6
"21603",2,2,1,1,29,6
"21604",2,2,7,1,21,4
"21605",2,2,2,1,39,3
"21606",1,2,7,2,12,5
"21607",11,2,3,7,42,2
"21608",2,2,8,3,48,1
"21609",10,2,3,1,49,3
"21610",9,2,4,1,4,6
"21611",5,2,2,1,34,4
"21612",1,1,4,1,12,6
"21613",2,2,4,1,17,4
"21614",2,2,1,1,12,2
"21615",1,1,4,4,6,3
"21616",11,2,2,1,48,3
"21617",1,1,4,1,8,3
"21618",11,2,8,2,6,6
"21619",1,1,1,2,34,4
"21620",1,1,7,1,1,5
"21621",11,2,7,1,6,4
"21622",5,2,1,1,42,2
"21623",9,2,1,1,6,3
"21624",1,2,6,1,6,4
"21625",12,2,3,3,42,3
"21626",2,2,1,1,55,2
"21627",11,2,1,1,4,2
"21628",1,2,5,1,9,4
"21629",1,1,5,1,53,3
"21630",10,2,1,1,51,3
"21631",1,1,3,2,12,3
"21632",9,2,2,1,53,1
"21633",11,2,1,4,53,2
"21634",10,2,1,1,37,1
"21635",5,2,1,1,36,1
"21636",2,2,6,1,42,3
"21637",12,2,1,1,23,2
"21638",2,1,1,1,39,5
"21639",2,2,4,1,12,3
"21640",10,2,2,4,15,3
"21641",10,2,3,1,39,2
"21642",12,2,3,1,12,3
"21643",2,2,4,1,36,3
"21644",6,2,1,1,18,4
"21645",1,1,2,6,12,2
"21646",1,2,4,1,12,4
"21647",11,2,2,1,32,2
"21648",9,2,2,1,48,2
"21649",1,1,7,1,18,4
"21650",2,2,1,1,55,1
"21651",11,2,4,1,27,2
"21652",11,2,3,1,41,3
"21653",2,2,2,1,27,4
"21654",1,2,7,1,26,4
"21655",12,2,5,1,12,3
"21656",1,1,4,1,39,3
"21657",11,2,3,1,42,2
"21658",2,2,1,1,21,4
"21659",2,2,1,1,34,3
"21660",2,2,6,1,48,3
"21661",11,2,6,1,41,4
"21662",1,1,1,1,39,2
"21663",11,2,2,1,6,1
"21664",2,2,5,3,34,3
"21665",1,2,4,1,6,6
"21666",1,1,1,2,10,4
"21667",1,2,8,1,24,6
"21668",2,2,2,3,36,3
"21669",11,1,7,4,6,6
"21670",12,2,2,1,27,2
"21671",1,2,4,1,26,3
"21672",1,2,2,7,6,4
"21673",11,2,5,1,6,5
"21674",9,2,1,3,48,2
"21675",1,2,5,1,55,4
"21676",2,2,6,1,39,3
"21677",10,2,3,1,4,1
"21678",2,2,7,1,42,4
"21679",2,2,7,1,39,3
"21680",1,2,2,1,37,3
"21681",1,1,1,2,48,2
"21682",12,1,1,1,42,1
"21683",1,1,1,2,13,3
"21684",1,1,2,1,54,2
"21685",11,2,1,2,42,5
"21686",11,2,4,3,25,4
"21687",1,2,4,1,39,5
"21688",1,1,6,1,8,4
"21689",11,2,7,1,18,4
"21690",1,2,2,1,34,2
"21691",12,2,2,1,34,3
"21692",11,2,1,1,26,2
"21693",12,2,1,1,39,2
"21694",11,2,1,1,13,3
"21695",2,2,6,1,42,4
"21696",11,2,1,1,48,2
"21697",1,2,3,1,18,3
"21698",11,2,3,6,6,2
"21699",10,2,1,1,27,2
"21700",1,1,4,1,55,4
"21701",5,2,1,1,53,1
"21702",8,2,1,4,24,1
"21703",10,2,3,1,6,2
"21704",1,1,1,1,10,4
"21705",4,2,7,1,6,4
"21706",2,2,3,1,33,3
"21707",1,2,5,1,8,5
"21708",3,2,4,1,13,4
"21709",10,2,3,1,18,2
"21710",1,2,2,3,48,3
"21711",11,1,7,1,18,3
"21712",1,2,6,1,48,4
"21713",1,1,7,1,34,4
"21714",1,2,1,2,1,3
"21715",10,2,8,1,12,1
"21716",1,1,4,1,18,6
"21717",1,2,7,1,42,5
"21718",1,2,1,2,51,4
"21719",11,2,8,1,12,6
"21720",11,2,1,1,34,2
"21721",2,2,3,1,19,2
"21722",1,1,6,5,6,4
"21723",5,2,1,1,42,2
"21724",1,1,7,1,6,4
"21725",11,2,4,1,16,3
"21726",1,2,4,1,26,6
"21727",11,2,1,6,27,2
"21728",2,2,5,1,36,3
"21729",2,2,1,1,48,3
"21730",1,1,7,1,48,5
"21731",1,1,7,1,39,5
"21732",10,2,3,1,36,2
"21733",10,2,4,1,47,3
"21734",1,2,3,1,4,2
"21735",1,2,3,6,17,1
"21736",2,2,7,1,53,4
"21737",10,2,1,2,26,1
"21738",1,1,1,2,6,4
"21739",6,2,2,6,6,2
"21740",1,1,5,1,51,4
"21741",10,2,1,1,39,1
"21742",11,1,1,2,29,2
"21743",10,2,1,1,27,2
"21744",1,2,4,1,24,3
"21745",11,2,1,1,55,6
"21746",1,1,6,1,41,4
"21747",1,2,1,1,12,1
"21748",10,2,1,1,33,1
"21749",1,2,2,1,46,2
"21750",1,2,4,1,12,4
"21751",1,1,7,1,4,4
"21752",1,2,2,1,33,3
"21753",11,2,4,1,41,6
"21754",11,1,6,1,13,3
"21755",2,1,5,1,4,5
"21756",12,1,1,1,6,6
"21757",11,2,7,2,24,4
"21758",12,2,7,1,5,4
"21759",12,2,4,1,33,6
"21760",10,2,3,2,12,2
"21761",2,2,1,2,22,6
"21762",3,2,1,2,24,3
"21763",2,2,3,3,22,3
"21764",12,2,4,7,27,4
"21765",11,1,4,1,4,5
"21766",10,2,1,3,37,2
"21767",5,2,5,1,25,3
"21768",1,2,5,1,41,3
"21769",2,2,7,1,26,4
"21770",11,2,7,1,47,4
"21771",1,2,5,1,53,3
"21772",2,2,4,1,33,4
"21773",1,1,7,1,37,4
"21774",9,2,4,1,48,1
"21775",1,1,4,1,30,5
"21776",2,2,6,1,12,4
"21777",2,2,8,1,36,2
"21778",1,2,4,1,42,3
"21779",2,2,4,1,13,3
"21780",1,2,6,1,39,5
"21781",11,2,8,1,51,6
"21782",11,2,4,1,37,3
"21783",1,1,3,2,17,3
"21784",10,2,2,1,17,2
"21785",1,1,7,1,48,4
"21786",1,2,7,1,32,4
"21787",7,2,4,1,6,3
"21788",3,1,6,1,53,3
"21789",11,2,4,4,6,3
"21790",5,2,6,1,42,4
"21791",2,2,7,1,4,4
"21792",2,2,6,1,22,4
"21793",11,1,7,1,12,4
"21794",1,1,7,1,22,4
"21795",1,2,3,1,47,3
"21796",11,2,3,1,6,3
"21797",1,1,7,1,42,4
"21798",10,2,4,1,48,2
"21799",1,1,4,1,37,4
"21800",11,2,6,1,17,4
"21801",10,2,1,1,25,2
"21802",9,2,4,1,41,1
"21803",2,1,1,2,24,3
"21804",11,2,2,2,48,2
"21805",1,1,7,1,27,4
"21806",1,1,4,2,48,4
"21807",1,2,1,2,42,3
"21808",1,1,7,1,39,5
"21809",1,1,6,1,23,2
"21810",11,2,7,1,39,5
"21811",10,2,1,1,8,2
"21812",9,2,1,1,20,1
"21813",11,2,4,6,40,5
"21814",1,2,7,1,12,4
"21815",1,1,6,1,1,4
"21816",9,2,1,1,42,2
"21817",1,2,6,4,18,3
"21818",2,2,1,3,4,3
"21819",11,2,1,6,39,2
"21820",1,1,4,2,18,5
"21821",1,1,7,2,29,5
"21822",12,2,5,1,36,4
"21823",10,2,4,1,33,2
"21824",1,2,6,1,37,4
"21825",1,1,2,2,36,4
"21826",11,2,1,3,17,1
"21827",2,2,6,1,36,5
"21828",1,1,1,1,21,2
"21829",12,2,4,1,55,5
"21830",1,2,4,1,42,3
"21831",12,2,1,1,55,1
"21832",1,2,5,1,18,4
"21833",11,2,5,1,42,3
"21834",11,2,2,1,34,2
"21835",1,1,5,2,42,4
"21836",11,1,4,3,48,6
"21837",11,2,4,5,41,6
"21838",11,2,2,1,6,3
"21839",1,1,2,2,12,3
"21840",11,2,1,1,41,1
"21841",1,1,1,1,55,1
"21842",2,2,2,1,42,3
"21843",2,2,6,1,39,5
"21844",1,2,4,1,51,3
"21845",11,2,5,1,32,3
"21846",1,2,2,1,40,3
"21847",1,1,4,1,56,2
"21848",10,2,1,1,27,2
"21849",2,2,7,1,9,4
"21850",9,2,1,1,41,1
"21851",5,2,2,6,8,2
"21852",11,2,1,1,17,3
"21853",3,2,7,1,49,4
"21854",2,2,8,1,26,3
"21855",10,2,3,1,12,1
"21856",2,2,7,1,12,4
"21857",1,1,7,1,5,5
"21858",9,2,2,1,27,2
"21859",1,1,7,1,12,5
"21860",11,2,4,1,51,3
"21861",9,2,1,1,6,2
"21862",12,1,7,1,39,4
"21863",11,1,5,1,17,4
"21864",1,2,1,2,17,3
"21865",2,2,7,3,12,4
"21866",1,1,7,3,48,5
"21867",2,2,1,1,36,2
"21868",10,2,2,1,1,2
"21869",1,2,1,2,24,3
"21870",2,2,2,1,13,3
"21871",12,1,7,1,6,5
"21872",5,2,7,1,36,3
"21873",2,2,8,1,12,4
"21874",2,2,5,1,42,3
"21875",2,2,6,1,27,3
"21876",12,2,8,1,31,6
